"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"462",2021-08-11,9.41841989751135,7.93759284705392,-6.70073393416843,-Inf,14.9590836871618,14.3138562192201,11.9425197050373,22.5076976644693,5.52026607800597,-1.33120878374317,-9.46280306932761,3.93400674529679,7.41209106227209,1.62047268707917,5.69738642628129,22.3064515574782,17.6108222415933,5.58429300094426,2.95182877811766,21.5963654102002,17.2906861761793,31.3144794792577,20.2285593584368,11.7546210239298,14.9217322558844,-5.72986361329281,8.09301557258102,6.67370201823189,17.353583466571,18.7315525234014,10.1094735137976,8.25671830948565,11.639451235871,-17.7465950633742,-15.4821502709046,20.4032170986217,21.3789763296924,19.4551517535173,19.7097378662282,-23.6850969961147,-7.24944465835325,-20.6526723684471,12.8402459170498,17.2930008531046,25.4993347905513,17.4302050641879,-6.14015527558207,-14.8520804930557,-15.31284711449,-8.95931948558467,20.3747454847033,19.5860409521605,22.1500344847302,-25.4308255600506,-8.56200944610923,-4.85147242972608
"463",2021-08-12,4.29261629583704,-9.17193819665657,-Inf,14.4291878470513,13.0896899355848,9.45280365926141,18.2775435489242,1.75889421891532,-3.70422814649963,-10.6729840139866,3.30343894605547,6.06123041356845,-1.18623528842683,0.533997370288665,19.1964125795864,15.6601997555562,4.51326396459127,2.28272732229361,20.4288086659155,14.9099978636594,27.5423694152574,17.0180044043852,9.64273598627458,13.932225978428,-6.49354935586767,6.69681891522995,3.96378545142294,12.8011263196463,15.4431466422136,7.93527250274094,7.16350509350815,10.9723888663642,-19.5704249909848,-18.864511788122,16.0056269655238,18.1807267817497,17.486517067287,18.7301833567241,-24.658940041834,-8.94245926515425,-24.2167425594596,8.01046502118361,13.9107488658928,23.6595582965206,16.399482205907,-7.0100546560049,-16.6989466922384,-18.7479779572374,-15.0149992058755,17.1014528696126,17.5799453833452,21.1563049946449,-26.4989868817216,-10.339533362903,-8.00103175996136,-9.21425891954507
"464",2021-08-13,-10.883933560142,-Inf,14.0708750446061,12.9040358230407,8.93303250367917,17.2773335078395,-0.439694975782318,-5.29827038983363,-11.7166624335753,2.9288456557104,5.88890624796537,-1.73566302531193,-0.648926465945077,17.4183156920528,14.3898383274291,3.64072399271285,1.93456682892564,20.3066693387494,14.474191478652,26.7055380563795,15.2227796059962,8.30944778285297,13.170773290807,-6.84011947126679,6.58133455785813,3.5012916656841,11.8237513310126,13.6449881472685,6.60484753968437,6.3689908862836,10.7099194475783,-19.6831416659238,-19.4008492681812,15.092552520766,16.4706695560351,16.3191084942345,18.0579983057795,-24.9885762394392,-9.01324727028245,-24.7397840379583,7.04131234127059,12.1426396481564,22.6024665872895,15.7318851402549,-7.26074803348976,-16.7408388603893,-19.2124503742554,-16.1884901878276,15.4286723604903,16.4633281772013,20.5490682313294,-26.7574687867822,-10.3472846680252,-8.39137216693556,-10.2925346232649,11.7229838681483
"465",2021-08-14,-Inf,16.5171772332529,13.8963470376806,9.49255932942904,18.6160373057424,2.65936645666522,0.0778087979192267,-7.24762595876999,5.68077500213526,6.95580403020783,-1.11437929781243,0.972313237908115,19.9564529095928,18.7480058450292,7.48370726292133,4.70312297637139,21.205644626543,14.9933254079212,27.880706085381,17.818326384257,12.9636556338389,16.6232319073247,-3.83629312859573,7.62994632890434,4.08349915011807,13.2310413273881,16.2786935274452,11.331965308464,10.0807374241456,13.2100308638877,-18.3462977406666,-18.6847945718805,16.4414944098428,19.0084853409971,20.542462829407,21.2966901540507,-21.5031601579317,-7.80152001827004,-23.9961922984457,8.51147389407116,14.8018461282755,26.4976295182681,19.0526574301683,-4.28178157253898,-15.4495085222408,-18.5060513150846,-14.3592202188324,17.9787952411805,20.6556154516135,23.6708015172085,-23.2511531462713,-9.13256497229064,-7.7529173980859,-8.56386386904696,14.3749059628898,27.8529054687889
"466",2021-08-15,67.3709579948713,49.9281723759301,27.3128733318876,29.5210643808113,26.2608853448186,41.5384238177056,61.6452149372224,63.340389148622,46.2219002778601,19.3084339944981,14.8069876095041,39.7480297234116,52.727954070619,67.0784637703036,63.1652358628533,54.7345121624813,32.5904165014834,38.3634408649952,38.5286485398465,49.6451775953894,70.4781024168813,60.0854705851298,47.2562850461842,24.4165719643526,26.3278289951937,37.7702348045793,48.9864282550395,68.3191707645869,66.8208810886826,32.8303693954841,7.05969432482003,29.5153844485528,40.1757222720472,54.5388886328804,72.4076584763265,53.8037117580275,39.1818602860602,3.50515787230995,23.3261691664993,37.4603914467224,58.1784059684033,71.7605006868857,60.5667369333053,35.2557268946222,8.34970530187946,4.77725503904523,40.1658305176991,55.102969124718,73.502131960301,53.6456539602172,39.161908915658,17.1808659817776,10.1835772717252,37.9226288378149,59.3996033877939,72.2821470652554
"467",2021-08-16,21.8072971042579,7.766443331342,21.4373699601189,17.2790965473646,27.1164785307465,38.8023004903593,27.3448005705943,15.7154741942292,-2.76126514121214,4.66217820121498,32.1348341040086,40.8408047439203,47.265334093277,26.7416846355657,28.8010232300502,13.8434782827025,30.7533920601881,30.4815003191063,36.7424472460213,52.5262540892274,20.3393652903729,16.7400771182454,3.04868040597612,16.9084616189781,29.3403511379074,35.6712685112605,48.8563707902103,33.5515406691223,-6.41225144389991,-19.6430045660827,20.194049017388,31.7990798494558,42.4557716425025,55.2840918331705,7.16149396517439,3.30592121945747,-24.6633738857784,12.8494442664338,28.4184301176676,46.8627164279234,54.0588572767686,20.4796069811215,-3.3025225619326,-18.8271633116031,-8.65263115196823,31.2421152454705,42.7404328816512,56.7267094186707,6.2017319428142,2.5856901373546,-7.75940846347895,-2.87892136507281,28.3810936693695,48.025889828838,54.5613182443807,15.190923768179
"468",2021-08-17,-1.40144979968744,16.3275692207708,15.4716442345877,27.0783557600917,37.1749835974231,22.1789376364275,5.24672384105188,-13.0307616792654,-1.59779666743762,30.6021981162097,40.7650556050985,45.8220693024541,21.4856005945474,19.9224210937737,5.18725230295992,26.1638261799986,28.8607742073166,36.6137643301901,51.1902817722935,14.5726970389131,6.31642790026358,-6.74389152741615,11.3501446966041,27.6416787236037,35.4921366640644,47.3778189225961,28.6987677025481,-19.7867532953039,-31.7912952065479,14.8065880533718,30.1101917330883,42.2525506952627,53.9571912357361,0.322276626713684,-8.89457469105213,-37.38767822024,6.9129292687361,26.5942961850019,46.6355492171475,52.6606838937622,14.5710610007698,-16.3874021249602,-31.0187712203004,-16.1199655943313,29.4406684909225,42.4532593632167,55.377021923743,-0.826929664616212,-9.80092073590067,-18.872466916337,-10.0118562822871,26.4536021751099,47.7269252533026,53.1099345072852,8.78253381598511,-17.3393787991393
"469",2021-08-18,16.9509255297018,15.8003856798869,27.0431357060624,37.1321090368624,22.3245824556743,5.80828321036335,-12.01013226275,-0.81759678572073,30.8895332499315,40.7517809303791,45.8007222591248,21.6537930291203,20.4155058392946,6.06350099089216,26.7476811703662,29.173087617772,36.6158721334702,51.1850245339725,14.7786619810796,6.91482650189497,-5.7348217353345,12.0712575451757,27.9773086290632,35.510786050463,47.3871075430602,28.8897120830149,-18.9942288650956,-30.5177211400934,15.5188204865739,30.4516202617715,42.2839344898041,53.9783105368145,0.615649118291783,-8.14933801329545,-36.0312435952595,7.71206484315413,26.9709105530148,46.6780468084638,52.6956602122818,14.8450032399101,-15.5645390104594,-29.6978888620858,-15.0971440559052,29.8198898304874,42.5135579436166,55.422403976345,-0.477222001762622,-8.99989103171614,-17.6493493505903,-9.01837270449073,26.8667128917443,47.7947677652932,53.1705738372209,9.12263074099263,-16.4570531063867,-34.3701599951047
"470",2021-08-19,10.3362753607878,24.5561906665559,36.7562840678753,21.8864894100105,3.43799215217894,-17.6712570462163,-9.61105963526972,26.3621816853502,38.6920000489461,45.4321153972998,21.1491752276918,18.3589301248139,1.25941090264044,20.3184224665015,24.4899748513751,34.3695640608639,50.8131198429724,14.161922927754,4.44663628153243,-11.2056078716688,4.30590820178402,23.1712632823491,33.1820234113264,46.9435172801095,28.3188219921023,-22.2292688469214,-37.3486827682682,8.01200250840205,25.7684987977673,40.1611847658493,53.5531307417576,-0.26041607667014,-11.1618214284673,-43.2316913967778,-0.538473183038557,22.0092942196256,44.6814312043787,52.2206696135137,14.0277675186123,-18.8604851678649,-36.6400073805659,-25.4490286084755,25.0096081976349,40.3229234610616,54.9392395337709,-1.51963848949851,-12.1808568464477,-24.0161117686295,-18.882272614402,21.8101870668904,45.7709507410768,52.6258795012068,8.10954438073701,-19.9325169515055,-41.7209751928902,-2.04677258722429
"471",2021-08-20,21.7103806153757,34.8932999954626,21.3004459712014,3.21470423957339,-18.8687688915867,-12.2907216265166,22.7374255225113,36.3648514745115,43.809543242969,20.5300937125569,18.1434907539966,0.225901201138345,18.3491805176473,20.757574476644,31.8628220178184,49.3369708814233,13.4582392891934,4.16345178225145,-12.4017203893347,1.91550071891867,19.3579683740712,30.6141810125952,45.3366722527609,27.7065209168389,-22.6310001049183,-38.8655085315698,5.68982322965182,22.0689767600548,37.8475086335992,52.1337826653284,-1.15112453224705,-11.5629057533707,-44.8545321851142,-3.10300813619648,18.1065625532483,42.5295939122081,50.7476335698727,13.2347880330623,-19.327354801526,-38.2271602133202,-28.681920604943,21.2418074406109,37.9876386979645,53.5378523313948,-2.49028855130178,-12.6571798083174,-25.4918821506585,-21.9770262920139,17.8658216349122,43.6362671597424,51.1398272935333,7.20014214299209,-20.4797185127267,-43.4475534315507,-4.72984609452959,33.656386306204
"472",2021-08-21,28.3388619283107,16.4255820191736,1.84739491368591,-19.0254228694683,-15.0706580994246,17.8337553378983,28.8589371610916,38.1199988862584,15.5512044056237,16.9233571886308,0.018679844894883,16.2674912807129,15.6754429068527,23.7901014598161,44.1777230934622,7.97530975958679,2.66070267265734,-12.720108483263,-0.657261604433848,14.1325668716117,22.3571752290709,39.7384861940697,23.0756415246308,-24.6484055406283,-39.3633382827467,3.14705359740865,16.9677515367088,30.4187955065065,47.2041716324179,-7.70103263104172,-13.4837833934042,-45.4823480049824,-5.95795210367432,12.6920823159247,35.6305360005116,45.6470519032047,7.55626492544309,-21.4729785533047,-38.9293598451325,-32.3384714007006,15.9830115149365,30.5110792524986,48.6997146357652,-9.26865695411455,-14.7684182825363,-26.2225973628069,-25.5311259493947,12.3280071850938,36.8114818236098,46.0242099394796,0.99899475294303,-22.828606015374,-44.3889222487141,-7.85669729861174,29.1401142035007,40.6587427395667
"473",2021-08-22,8.15912295877931,-2.90108054935762,-19.603429607904,-13.8040400683445,14.4829650369243,24.26697619825,28.1061627577783,7.50269969155096,13.1542539826055,-0.203344710884296,17.4112400219679,12.4878657065794,19.1000576942511,35.3644276501638,-0.466738739910074,-1.4649244053281,-12.6754585577264,0.982623892477915,11.1404083935892,17.8105321872669,30.45970638701,16.2907537070628,-29.5624328555349,-38.9460263138152,4.9779871528691,14.3177660340824,26.5501609293305,39.2791131006669,-16.8234825103473,-17.6243518085984,-44.6713559346846,-3.68014186248769,10.1594917713373,32.2407112658601,37.6964116954521,0.0466199061737065,-25.5511035495734,-37.7989436626293,-29.1529284716059,13.7882188980257,27.0541735008293,41.3901655235384,-17.7698652202557,-18.2896994886538,-24.8744108573386,-22.18871371436,10.2886096453005,33.8507670827351,38.536166215811,-6.36664714273363,-26.2449202104546,-42.48184231092,-4.7113232881541,27.6929671241802,38.048633430207,39.1394746037517
"474",2021-08-23,-6.54885413684971,-22.9001739880298,-16.4665118950329,13.9065751236112,22.6456782680983,26.6867201462113,3.02312523522716,9.72859180191347,-3.34930459318464,15.1504045486213,11.547650357547,17.0547243808461,33.8190000847552,-5.76108206581518,-5.87211904907855,-16.6442834291193,-2.12139768559644,9.83050020436314,15.414557219167,28.5078423787412,11.5229463095561,-35.7063214450512,-44.3714956812981,1.62216449608793,12.7127079477946,24.1250712773221,37.3227790626039,-23.973929594424,-23.6701763482179,-50.8730239542282,-7.75257151254421,8.11849262150364,29.7419066123331,35.4309834222518,-6.49524818843322,-32.5032670640226,-44.2318821904469,-34.7369742628364,11.486580833884,24.0827898034592,39.0166895273789,-25.976385222776,-25.3092065699072,-31.1800814347339,-27.9545307996862,7.53705433601439,30.9014113923124,35.793411422351,-14.2279833725411,-34.2368544559502,-50.2193393756336,-10.0656897651186,25.1883047955232,35.0480432949975,36.1728714586933,-27.994195746366
"475",2021-08-24,-20.4614873969458,-14.9394425852642,14.3822567265725,22.8891132772718,27.3110197571443,4.66594240082411,12.0536680172403,-1.28308595586912,16.2778342799294,12.0545326876016,17.3328702195942,34.3957653837268,-3.95183918237564,-3.1314060085925,-14.2948688354812,-0.746625890821252,10.3656183675834,15.715548415795,29.1450550101232,13.0511650555013,-32.1756394985053,-41.4421656399258,2.96363519838093,13.2484108599919,24.4105295647859,37.8937532120064,-21.8121815861358,-20.4366083348484,-47.7894588721162,-6.26464616441267,8.70088976195846,30.0204636894243,36.0318067390357,-4.62084667944489,-29.0216226721575,-41.2627992118106,-32.8532697292006,12.0653340314363,24.3990677698013,39.595982346689,-23.7385972437906,-22.0004542307212,-28.4604241683372,-26.1437731261709,8.1600084222811,31.2031102308654,36.415700903186,-12.1804020022404,-30.6751367391733,-47.0829945342945,-8.48936906194252,25.7071108622394,35.344558260767,36.8037077879382,-25.6792492402468,-42.0161297170202
"476",2021-08-25,-8.21014665342775,17.5384679031204,23.9815039028618,27.9921541432309,7.06600448338059,16.1223617847071,5.92596397133331,21.2113557613698,15.3375105223995,18.5480912892218,35.0492703589681,-1.27960194991413,1.68384684585564,-6.12151816061269,5.22829537455142,13.7531379057407,16.9992467888642,29.8924051551935,15.3321653798449,-25.9481478786396,-31.2804153934963,8.75513560655668,16.5669059570936,25.6016436262947,38.5849627762754,-18.5528105010787,-14.7113102745252,-37.1226742400189,0.117558773638867,12.235112669227,31.1598424006023,36.7806818024606,-1.76708859617515,-22.8339725515036,-31.0203730551562,-24.8244684825458,15.5093196274188,25.6693434541882,40.3377589807299,-20.299495307452,-16.0985026030168,-19.1039084308089,-18.4734691130598,11.7984881045516,32.3946773191909,37.2327168389792,-9.00504230407725,-24.2991587149809,-36.3217597397781,-1.85232568648166,28.6838321127705,36.4976700860922,37.651442564643,-22.0578191436468,-35.0279955227104,-27.2871456283304
"477",2021-08-26,19.4845655433125,25.103786989441,28.3842163683794,7.4769358499824,16.9305592773341,7.63235562260107,23.6582237399427,17.3497296881807,19.7662443186384,35.4182724513775,-0.806909755922402,2.65234628103314,-4.17720509420395,8.18491627372347,15.817391062895,18.2564368569741,30.307174591217,15.747956338667,-24.6804796076307,-28.851274400559,11.6145692038294,18.5776585793674,26.7426937743901,38.9626352470677,-17.9419393747368,-13.532323826659,-34.5606093450691,3.26168704502541,14.3647604560769,32.2286831634263,37.1841014598776,-1.21827008623966,-21.5455108886067,-28.5487200337262,-20.8777556828397,17.5734129051259,26.8374410742628,40.7322154789964,-19.622047733643,-14.8562692619896,-16.8356950601986,-14.7110511326611,13.9676785048674,33.4697681939706,37.6620577489089,-8.36538694516416,-22.9431824352041,-33.7013132950268,1.39639771546276,30.4493784434218,37.5193688612553,38.0920863486027,-21.3128671134958,-33.5268984307354,-24.8177459795186,-24.1485560299957
"478",2021-08-27,20.14011452479,25.0113003648677,5.93444770480478,16.0255915396739,5.04018544782998,19.4131142128235,9.64851299331753,14.4101842487388,32.3410176833359,-2.55388131830575,1.52898852500585,-7.16158269536285,3.0315786975936,7.93884194596849,12.7603461120896,26.9481300608385,14.2327560535257,-26.1992703533352,-32.6173144664427,6.60790825529471,10.924099900262,21.782130720746,35.9874304570995,-20.1396980497123,-14.9877650672734,-38.5712828826014,-2.26806248388704,6.28021319300134,27.6072779536316,34.0880648822666,-3.16978587396713,-23.1808061204103,-32.4541412237935,-27.849488486195,9.75818793069948,21.8136196459995,37.7790006836125,-22.0051942035733,-16.4740435774186,-20.4521495804812,-21.3858213972882,5.77559013786383,28.8698375952965,34.5223056651454,-10.5934229786215,-24.7520159421692,-37.9160016880402,-4.39137157219756,23.798471408588,33.1699124017562,34.9408241993912,-23.8840507813737,-35.5747868749755,-28.8231963598309,-31.4987601039323,8.23614898864706
"479",2021-08-28,19.1058856244717,0.863160674069404,14.3646598533146,3.95298968586957,16.7463331113875,4.15193038287484,5.97198860765429,26.9736885376118,-8.15137598591548,-0.49286374591333,-8.46921682245047,-0.246142132091496,2.28079368855804,4.11421405986437,21.1109003958675,9.49445415115463,-28.8849726820221,-34.3349347300652,3.38513110183836,5.39416887534629,13.989621202331,30.8357521821639,-26.8564047892329,-17.520490649988,-40.4692715118116,-5.86895582418322,0.403988358345262,20.3576952131914,28.7458451022283,-9.00561949989163,-25.9851838311196,-34.36650499594,-32.4404284979911,4.04441977324338,13.9435318584492,32.7004957339254,-28.9862976410125,-19.211468720163,-22.2800170983126,-25.8290167328006,-0.248170096355937,21.6734167266299,29.1408315117454,-16.9935422369723,-27.7753071243366,-40.1100066138082,-8.28467921964519,18.8803331358988,26.3742267544452,29.5569618582715,-31.1335409239118,-38.9590465008814,-30.9665123131871,-36.4935027797691,2.25772951557398,21.001773475737
"480",2021-08-29,-6.4640200250327,10.4556933644162,2.12960803025681,15.8170840667694,1.25401203539617,1.24140592980832,20.1066204059877,-16.1981630418605,-5.13880465357946,-10.5994987881483,-1.43435941352733,-0.734263565211673,-0.76226160280762,13.658849633244,2.71610658528959,-34.9185161439394,-37.0607195053884,2.17358937970436,2.41684821708894,9.56852916705817,24.272870396567,-36.4193028515677,-23.0900519082655,-43.4105146752546,-7.26880626906026,-2.79145614419116,16.220712094464,21.9543595681918,-17.2760006341706,-32.0284651978814,-37.2665081432021,-34.2814567707661,0.907232827809274,9.42683533077467,26.2573805657569,-38.835281908351,-24.9981438779077,-24.9974821855667,-27.6629687572196,-3.58654936560703,17.5202242265219,22.3269036552121,-25.9834115944201,-34.0505479765733,-43.3129639104055,-9.93548085117844,16.1299632197604,22.4307619202151,22.7532605738761,-41.2731671661586,-45.8624004388881,-34.0434227692639,-38.6652604688656,-1.11497032484871,16.728289684092,29.2492017850448
"481",2021-08-30,12.2206283351968,3.32843830206792,16.2981025856908,1.57255332085048,2.02352515583772,21.2935185230232,-13.2619224122824,-3.05065617031742,-9.225039735921,-0.833781780614828,-0.388069988210061,0.0543659213241778,14.956026980941,5.1868557675816,-32.2186841757516,-35.3331383458658,2.77289805545727,2.77264462023419,10.3180702802082,25.4232253562239,-32.9372107708609,-20.6085462700031,-41.5776410829728,-6.5897746481219,-2.39529345695803,16.9304504824512,23.1528936660657,-14.2676250025321,-29.3471470789203,-35.4881226070209,-33.4042359486459,1.30960938361711,10.2106189691583,27.4020145560034,-35.2562676654966,-22.4411181001141,-23.3562863754914,-26.8033091291912,-3.14467022511591,18.2489106722834,23.5453104731352,-22.719787212709,-31.2886083321018,-41.406474335698,-9.17323531825066,16.5048324822551,23.1300438372059,23.9776089363797,-37.5956675190919,-42.8357156641493,-32.2371633186739,-37.6763024842854,-0.642543505479977,17.4939099912719,30.3821002581,-14.0416352075358
"482",2021-08-31,-0.868065670587399,13.9755615274222,0.475004587167879,1.42505626389856,19.9589533508722,-17.2448044115835,-8.73310596945089,-13.9982321835206,-3.66662754409996,-1.54708678562582,-0.595094391061768,13.4819042843961,1.82211046351698,-39.5425274043738,-41.2864587745808,0.00787737555038811,1.61199321311057,9.70052932876377,24.1025535630568,-37.6976228400989,-27.3193217568496,-47.8465127655024,-9.6575911638441,-3.6575500744879,16.3263997118612,21.7633457228287,-18.3960210460327,-36.5762966022054,-41.5263217703788,-37.2892979559138,0.0547819130314713,9.52324996721372,26.0623658036463,-40.1859973554653,-29.3146653274219,-28.8891700188545,-30.5391473115186,-4.49586909989586,17.5918687767062,22.1062872417165,-27.2314511333468,-38.6913356598945,-47.7893553998837,-12.4265061364091,15.3790607421955,22.4830351985089,22.5188283660783,-42.6975878212838,-50.9248234444192,-38.2438082260656,-41.8251731832871,-2.03784711948246,16.768281339563,29.0208078666762,-18.3059652939729,-37.3887309316451
"483",2021-09-01,14.2248623222253,0.652131170872127,1.49967598284478,19.9982937457265,-17.0994798325481,-8.4863976605391,-13.6007403156763,-3.36353127181324,-1.36335475143387,-0.515748787817766,13.5274060730541,1.94701787569944,-39.2220008015651,-40.7905133333838,0.302790783199941,1.79290552070451,9.77460730171493,24.145063926351,-37.51795782551,-27.0233208289793,-47.3240957373584,-9.33137661373504,-3.46391474085642,16.3976710588184,21.8098221245745,-18.237717040529,-36.2549865471348,-41.0229525025838,-36.8774020885254,0.24439079981956,9.60314304644418,26.1087813123544,-39.9940632435062,-29.0068721221541,-28.4277672485168,-30.1442090110311,-4.29460337198334,17.6671978407246,22.1577950383415,-27.053201770434,-38.3574192207806,-47.2568880975865,-12.0835426700127,15.5444811368383,22.5562890231042,22.5726412615101,-42.493157116539,-50.5573346402943,-37.7425588221865,-41.3889815397258,-1.83545919255259,16.8494942977247,29.072451172509,-18.1327614147655,-37.0504714981195,-32.0319806146446
"484",2021-09-02,-4.31978815259632,-1.54580826796639,18.943793161515,-18.2396393394994,-10.7933642535099,-18.0930070810803,-10.1154303176058,-6.47173823770721,-3.66399471135515,12.3466538477678,0.942851075531349,-42.245308805708,-46.4122227028746,-6.23935090600627,-3.1907808959065,6.91251236363883,23.0735864338236,-38.9951462226398,-29.8386322803888,-53.2631966707439,-16.5382594070362,-8.75045044367939,13.7123119171042,20.6687800880009,-19.5665813759571,-39.3355885630264,-46.7618919219142,-45.9407300957579,-4.88733953937974,6.66361837310248,24.9961168584815,-41.6365502171258,-31.980721403196,-33.7029838323531,-38.800302449725,-9.69596317633811,14.9573160209006,20.9496572755512,-28.6061401525139,-41.6077264477735,-53.361283713323,-19.5715826772197,11.1414141688313,19.9767986166269,21.3353656007371,-44.3041847017679,-54.1601516547064,-43.5044964011902,-50.8766476691006,-7.17967695595743,14.0472744382111,27.9066404108452,-19.6913015594461,-40.3897338332642,-37.6046334072021,-36.6369523681505
"485",2021-09-03,-0.248377807491674,19.674387011266,-17.7719429285689,-10.5123980121723,-17.4155944453933,-8.92521761217997,-4.65316249386674,-2.32887550841273,13.1470971419881,1.34887655053846,-41.8639784134047,-45.5533717797899,-5.07918602915028,-1.41920423995966,8.1209180192313,23.7851351924734,-38.4056415243878,-29.4718933061505,-52.3444019555746,-15.2526995062714,-6.87392397659572,14.8412235475869,21.4118658715267,-19.0425946657236,-38.9221361569734,-45.8632702793807,-44.3147191043963,-3.06833318332107,7.89420746435804,25.7074062115443,-40.9959973310247,-31.5703891427565,-32.8672972871833,-37.2386073483232,-7.78403050571019,16.0871439291045,21.7084786378042,-28.006630617687,-41.1475366432378,-52.3833158196963,-18.2131744099652,12.6978663018299,21.0479914644635,22.0995484248261,-43.6115745637454,-53.6376271891756,-42.5713281976473,-49.1461925326769,-5.2930449965667,15.2064570019121,28.6152495571744,-19.10041972258,-39.8944004703344,-36.6926173563113,-35.0550352930188,2.78626976727449
"486",2021-09-04,19.739112175821,-17.7040116953493,-10.486173512141,-17.399815275108,-8.88385252694429,-4.58738673396055,-2.2238581323265,13.2180747344532,1.4070298891159,-41.8283762825781,-45.531811524453,-5.03791088776199,-1.35424776798399,8.21616084216759,23.8482854007019,-38.3223108378162,-29.4376451408599,-52.3197571754338,-15.2059350800476,-6.80420292292843,14.9303766421794,21.4778706068056,-18.9694336837877,-38.8835174185292,-45.8376973223368,-44.2543054603653,-2.99987621826232,7.99157761320948,25.7706380368831,-40.9075936924219,-31.5320547000823,-32.8422143668362,-37.1794014854926,-7.71117444585947,16.1767095668652,21.7759889469466,-27.9247927741445,-41.1045373181567,-52.3525110849609,-18.160674854785,12.7578981280525,21.1330648824975,22.1675873433995,-43.5180010987128,-53.5887963743231,-42.5406130910017,-49.0780731635155,-5.21941821933795,15.2986836763949,28.678386776636,-19.0213679477046,-39.8481048136261,-36.6613646426003,-34.9916581629621,2.85537072309328,14.3922262199642
"487",2021-09-05,-26.8938416663903,-15.7473898284556,-19.7944443447428,-10.1999282878099,-7.89437203994545,-7.75770444620037,4.94452384792341,-6.33599171791047,-48.662212107449,-48.5940585370182,-6.37905406029409,-4.62078721984083,3.19876394284741,16.5572358097334,-49.2488472228392,-35.747226892066,-55.622436419854,-16.7548712925342,-10.311143597091,10.2350222390282,13.9279834031769,-28.4215576933793,-45.7312597119503,-49.0927366718122,-46.2907898177498,-6.44401809601702,2.8647486133271,18.6033864432266,-52.1668741690211,-38.090575227889,-35.8913463264861,-39.2076588089699,-11.3774736898318,11.4619391107205,14.1913275190228,-38.2047702842577,-48.2185760888129,-55.9454274296403,-19.9861829752979,9.73625932904774,16.655787004237,14.5893772882227,-55.1160378266906,-61.4169904591695,-45.9914241260768,-51.4796037493954,-8.92618686375915,10.4459944405421,21.7052477295572,-28.6935312345897,-47.052766397013,-40.0549828769317,-37.2548002870475,-0.624333876915885,9.44308246718752,23.8269963060551
