"","date","h.1","h.2","h.3","h.4","h.5","h.6","h.7","h.8","h.9","h.10","h.11","h.12","h.13","h.14","h.15","h.16","h.17","h.18","h.19","h.20","h.21","h.22","h.23","h.24","h.25","h.26","h.27","h.28","h.29","h.30","h.31","h.32","h.33","h.34","h.35","h.36","h.37","h.38","h.39","h.40","h.41","h.42","h.43","h.44","h.45","h.46","h.47","h.48","h.49","h.50","h.51","h.52","h.53","h.54","h.55","h.56"
"526",2021-10-14,12.8359367931918,8.98944010014643,7.83553623765821,-22.7787978305427,-9.75937846111981,3.59915805492027,-19.4278923192602,-4.9451117289858,2.44852683267853,15.7303765552244,-1.69369123323043,0.11650017692425,7.61025475681113,-8.0334492803725,3.27367595116292,1.59686827802823,18.2225848870163,59.4322773210238,1.19901139759154,4.82454831619656,-23.1903421317715,-13.3277354370586,13.4715077672267,8.88122309977387,-21.4318517882157,-4.38136631646045,4.82941495741246,-10.0707694706431,-5.20069619265833,14.5332250035854,6.41476037382803,-11.0640128156644,-8.39856572027928,-5.29008308210604,-16.3291474605235,12.8618961870339,9.94216650898431,10.2358545632904,-30.0219140522088,-5.04434608449865,-12.3900670793347,-7.27611375927365,5.30865166955086,9.85519294076339,10.4434583814985,-10.0939524061897,-9.40225142007554,7.50362536623193,-12.4044132026271,-2.00716378771308,-1.6332653869278,3.18230467588104,-14.7172392565675,23.2752284820464,17.7769970627529,-5.18215632057227
"527",2021-10-15,5.20838169218319,5.59862557184587,-24.1249212337716,-10.2196344790231,1.77882369630988,-24.0004596432165,-11.2113629679006,-1.62981861007018,13.6596393617046,-2.84716929978689,-0.344029078574417,5.83252317691372,-12.1999873061343,-2.52296447367838,-2.54279372946375,16.1884877091556,58.7307657432793,0.702559451565637,2.95930719922476,-27.9757648999693,-20.1439996005334,9.80883166158827,6.58745901229851,-22.9003031755416,-4.94875143030178,2.93058813570941,-14.377095052526,-11.5510787516675,10.8932521303808,4.03095173718907,-12.4483337413157,-9.03199360123784,-7.42783082804809,-20.9124670335827,7.58287859194153,6.08327819660033,7.92265520424625,-31.6905035495414,-5.70069185720421,-14.7112284197195,-11.53227152602,-0.448554715358641,5.96921680332216,8.1090393049365,-11.5471656483154,-10.1297819181115,5.56121809399231,-16.8948470143356,-8.23133502323451,-6.04077422559512,0.629985576648457,-16.273270958755,22.7344032680173,15.2549283110666,-9.41278776131237,-41.3826581374042
"528",2021-10-16,3.83625077633599,-25.6622357066595,-10.6968400699746,1.58299047592547,-24.958545625952,-12.8259947473805,-3.89717497703013,12.03891576063,-4.13392985025096,-0.794786399812118,5.62869831796362,-13.0827374599024,-4.0230749062006,-4.84027791115266,14.6066735021881,58.0415508203879,0.240491068462602,2.73283138879538,-29.0005911011214,-21.9155130053905,7.77951484737024,4.81492096765648,-24.4687102982673,-5.45391044636308,2.68773826994111,-15.3089770361641,-13.2084500616006,8.87987678817993,2.20014557406631,-13.8973116538157,-9.57412012342598,-7.71450213617779,-21.9143612138399,6.19941923675449,3.95231775517345,6.15675037685141,-33.4036866560937,-6.24291258924265,-15.0363090533333,-12.4718152508565,-1.96347798141501,3.82676545508606,6.33740750705211,-13.0119982026178,-10.7119501284859,5.27808575715667,-17.8955864839586,-9.87570208605197,-8.46689567964049,-1.29587718519524,-17.8143707120301,22.3139638366996,14.9195210444352,-10.3643843423396,-43.5464092350432,-9.87329625240219
"529",2021-10-17,-27.4728909810827,-11.7223836170493,1.30013107464317,-25.1588213484878,-13.3290142584469,-4.87811916179707,10.587770204327,-5.64215097832629,-1.7383145615639,5.34586031161847,-13.277702923126,-4.49749085289076,-5.8391487510597,13.1918588880142,57.2279792593232,-0.702907561122362,2.42944584388078,-29.2385460585276,-22.4839451966588,6.89296557439414,3.23116284638199,-26.2899167672649,-6.46120474130545,2.37243029588859,-15.535475874225,-13.7477594206314,7.99610758814026,0.565995630654833,-15.5722458672263,-10.6311452403325,-8.07645648437282,-22.1683251342434,5.74310336025898,3.01255899473073,4.58211518760297,-35.3752892097271,-7.27780206676708,-15.4365836529706,-12.7193868514258,-2.46974368646553,2.87759216179063,4.75922954700385,-14.6905150684071,-11.8007306186461,4.93728580034023,-18.1689221525011,-10.432237498972,-9.546608216541,-3.00977244222663,-19.5728277545198,21.5427447884645,14.5036167174199,-10.6331162638597,-44.2877776495415,-10.9763115650095,-0.851592731109255
"530",2021-10-18,-3.30839769517859,5.72599892672658,-23.6310917325031,-12.5748084700821,-2.71665946407036,14.7036653144698,4.32543091437038,5.95732210273329,9.63522110251376,-11.8274823043894,-3.7435805550615,-3.60683926816367,17.2249725414361,62.6620033115263,6.94750637198879,6.89694486648264,-27.5075328337707,-21.5321204987456,8.90145421413894,7.76823709412613,-14.3108036619132,1.66152539518846,6.88823456648396,-13.9201529675191,-12.8008965213185,10.0248089234122,5.27018409694186,-4.58077109450074,-2.15416977617387,-3.02708489719169,-20.3890448656938,6.57957010573652,5.19735510054115,9.13660074410108,-22.4665216354723,0.977096043203499,-9.99002333185214,-11.0124800627201,-1.50433994555106,5.11151532655506,9.3453323264909,-3.725418905822,-3.16158897755284,9.46618795322374,-16.3115811591978,-9.33174083949839,-6.9751372980578,1.99360680262055,-8.11100647853411,27.6306689654155,20.1350420607971,-8.83108465276575,-42.7718345666996,-8.31903170246918,4.0890766329212,-3.70210482985855
"531",2021-10-19,6.68428127260053,-22.9691006724666,-12.4318541816626,-2.66990604025712,14.946958723404,5.06943725982301,7.21973492460049,10.5549050101018,-11.2250319261707,-3.6073673791094,-3.55533477571859,17.4642482214676,63.0572915718148,8.19638955605642,7.84568122795744,-26.816449786327,-21.3673363403798,8.95054693807201,8.03837174156455,-13.4165853608275,2.98113455535765,7.83825438079734,-13.2990114411588,-12.6431337514873,10.0770410908138,5.55123923168091,-3.76025203313688,-0.783551642297555,-1.9745653190279,-19.728736034129,6.71419812400624,5.2563203201876,9.40962824948174,-21.5028482341494,2.30554488840567,-8.86493447333496,-10.4000208711579,-1.35376813441658,5.17445321523596,9.62115542185436,-2.90682498906334,-1.77774827060063,10.3934513089682,-15.6661511535024,-9.16495401954794,-6.89978061610939,2.29548456624972,-7.25531087701004,28.6013833355099,21.2478691764179,-8.22368275887133,-42.5480500660788,-8.23828767158328,4.38809435271477,-2.87891811205763,17.0118995853357
"532",2021-10-20,-25.5221389255273,-13.6490631104025,-2.97154923105691,14.833485470488,4.30626413020843,5.55572187205871,7.94625078734655,-13.5409857641305,-4.7384786636105,-3.87031081047002,17.3448397399429,62.6503728768571,6.5436641978202,5.15597896290013,-29.4647343176142,-22.7033557946111,8.66420742957451,7.8950188474945,-14.3528498810582,1.22795388713366,5.14625824950812,-15.6718740174801,-13.8933072514328,9.78499193279683,5.3934710361742,-4.62789353804349,-2.61156616047181,-4.95553385175963,-22.2435048020238,5.6704516181632,4.93890045671142,9.24824275118558,-22.5317602263773,0.526980700470419,-12.0498782688004,-12.7255289299179,-2.49689273334409,4.84707035681858,9.45015243779494,-3.78912707215727,-3.63748921823378,7.76978830861922,-18.1095811846692,-10.4059554236569,-7.27973430313213,2.09986396832861,-8.18615231164784,27.291960450414,18.0764261631072,-10.5164333455622,-44.1812815755179,-8.633982444427,4.1861827063023,-3.78251108761358,15.4843786277727,36.6055482690716
"533",2021-10-21,-6.73702177505738,0.527550211484329,15.8739755196786,4.74412253560136,8.048473749696,13.1283315244815,-3.67516038843128,1.66488494398772,-0.301229250642506,18.3920912678874,62.9587352938359,9.05558494874963,10.527418427769,-18.1868757674181,-15.1628369073087,11.83715309895,9.1035207522683,-13.7002348809443,3.93019090370417,10.5503679680848,-5.57018146885963,-6.85824928992159,12.9530236014103,6.67723684060149,-3.97231675765742,0.244614420440634,1.05946613240305,-11.5411278474593,11.5267613751018,8.31283746340231,10.5202181715032,-21.6960870668633,3.34284084697107,-5.59073982440984,-2.83176128681908,3.8986328462294,8.25990936327305,10.7595331251106,-3.02421197225199,-0.655103960217832,13.1171837607958,-7.71740586620169,-3.48238588782059,-3.39189229951452,3.5588293540282,-7.329814843084,29.4181534134753,24.7078697662599,-0.768173904983864,-35.0946791987323,-4.65663703955558,5.65623404746253,-2.90485661244378,17.9949356929805,40.3230706625685,19.006196260733
"534",2021-10-22,2.34213501520737,16.7726511709079,5.27663939721179,8.26739450089502,13.9117371495091,-1.81434371262888,4.27234542985355,1.54333159033046,19.27773823987,63.2517481242181,9.29369051128024,11.3526984777823,-16.046324791753,-12.0940918780471,13.4715084708095,10.1053587336162,-13.0160188761193,4.2043237108715,11.3937140718203,-3.64101745827713,-3.99684301212036,14.5795137885407,7.7215510689429,-3.32466513603913,0.552545430685425,2.01236254316166,-9.48485783502115,13.9073830068012,10.0394968002062,11.5365545346162,-20.9124937666224,3.66358217942937,-4.55253332949625,-0.919546059005063,6.49699232013659,10.0010022468958,11.7880785596439,-2.33937691999117,-0.297984675378468,13.9888166364288,-5.69714073477497,-0.671055875226559,-1.41456332536217,4.68643578958178,-6.5941482277006,29.6846512277055,25.777089471744,1.13776438291772,-31.407076338535,-2.63987507399126,6.77497617675605,-2.17837069181375,18.3230960066924,40.9453757126514,20.5509224690621,16.2830775623725
"535",2021-10-23,16.1103833550825,4.73587399817206,8.08916426186567,13.8271626610591,-2.16385798646199,3.64881874496648,0.578401015809858,18.6289808197076,62.9618812205278,9.10705924396081,11.2552146041106,-16.4565812325321,-12.8337412193082,12.6170708305964,9.37575455069654,-13.6828718927855,3.99632848242996,11.2859658495396,-4.01796490815053,-4.69185801919002,13.7297054355124,6.96530553555782,-3.94414133927474,0.325401082020862,1.8818932337423,-9.89413112304039,13.3247713389602,9.13789116272095,10.8046046455325,-21.6488227154957,3.43275741702094,-4.70372267975165,-1.30694229133743,5.85638877028655,9.09239350504474,11.0512829347734,-2.97219538627204,-0.549446490474129,13.8546588564313,-6.11343259536773,-1.36918037268312,-2.44585945891552,3.88286280600235,-7.26321076415759,29.5006051764612,25.6165629963175,0.738578875172008,-32.3292827458936,-3.6911418567238,5.98173756251421,-2.82918331242204,18.1003699744973,40.8399828719552,20.2222847232089,15.688617179523,22.2660944541207
"536",2021-10-24,-1.60864394911359,4.16934362169819,12.7139445545442,-2.75273946728605,1.73676522405582,-3.69760299462112,12.2665149209372,59.5361035417604,5.20203449582654,10.0707766049869,-17.1780862464673,-15.1126452167272,8.83339525031939,2.26955546771179,-21.305425436958,-0.158337208294024,10.0642319832676,-4.7069830078353,-6.84305752124984,9.96914353031447,-0.350656807756593,-10.937131707651,-4.01918923878915,0.489244927650773,-10.6688599672064,11.51348643615,5.15082762598474,3.77066132842012,-29.8603012150273,-0.806333607315989,-6.23371730926506,-2.06398580228776,3.85626882127771,5.077032167574,4.0169583226734,-9.94611829468035,-4.99437338663488,12.5600054875604,-6.95099304786388,-3.55794869793923,-7.00044143166977,-3.73979203629834,-14.5518252674329,26.3624332537123,24.0206630378926,-0.0863544039233204,-35.232230710143,-8.33096635391391,-1.49542496170529,-9.83955428061504,14.4297031829512,39.9021554409969,19.5261636502369,13.8100579022361,18.7654122911983,18.0500775041539
"537",2021-10-25,4.60616889387014,12.929211222922,-2.68564440857756,1.86797698788568,-3.55045979171656,12.4028187643642,59.9926415199166,5.64612801448085,10.3047624134397,-17.0856338796663,-14.9452976009984,8.97258431660548,2.43228229303416,-20.2965593466722,0.323422847302324,10.3103369165446,-4.61023446834749,-6.67514185979581,10.1162658291273,-0.172432447587306,-10.0027338906679,-3.50591865244855,0.774834263716139,-10.5517719072428,11.6629252825113,5.31596960327565,3.95219741560186,-28.7528307185882,-0.296470501482796,-5.91476579310296,-1.94242349326917,4.02985120612326,5.25241822465373,4.20858840763477,-8.99695857130135,-4.45046092641027,12.8340197508504,-6.80948396078697,-3.35896579183978,-6.79138007511686,-3.52131206412596,-13.5509703679693,26.7528630969701,24.380199887266,0.0591975042648057,-34.9567769901928,-8.10784641489779,-1.27060067909445,-8.86849267617323,14.8937353444133,40.1060960096526,19.6536732147142,13.9955166608211,18.9412855208186,18.240508088391,20.1444128209797
"538",2021-10-26,11.5987681517798,-3.58590864865576,1.48304037095456,-3.61832025860604,12.2904824308376,59.2821626324077,3.81278852106055,8.9121366248391,-18.142607834108,-15.424584742935,8.89185744129082,2.2838171688413,-21.9713460770904,-1.6361343162078,8.89586822581947,-5.5816277348092,-7.14617086343546,10.0158204286976,-0.348727026485223,-11.5607147904166,-5.56428095140211,-0.814114088121205,-11.6067283800985,11.2512564477232,5.18839843464548,3.76037264452547,-30.6072107230224,-2.31366277342588,-7.63639105513808,-2.94123773407895,3.55924316896776,5.10306299829565,3.9946398422058,-10.5927557535922,-6.57464970126377,11.3962604489664,-7.88306952186043,-3.890853774915,-6.98409088478146,-3.77688918569217,-15.2403228795505,25.2469033700775,22.6750539800685,-0.970534077404312,-35.6838197495659,-8.32751750606643,-1.5443604244909,-10.513806737985,13.1250699617906,39.089740093144,18.8057075674421,13.5115427522614,18.7582075135854,18.0004017439884,18.9188768584355,38.8956101654667
"539",2021-10-27,-7.58861451825767,-0.373807611855032,-4.21453927516763,11.8864726028579,58.6744005108116,0.767937145284085,4.04293594414064,-22.7257478102958,-17.6242972374383,8.34725869946113,1.81089950323583,-23.4286092818538,-4.87150178435164,4.01772732333834,-9.6934868876907,-9.21048320225501,9.45789876869921,-0.857718656125192,-12.9211592988576,-8.9433401216553,-6.22115357581821,-15.9701129314816,9.52294076233633,4.57950241586142,3.24993650518093,-32.2319887439043,-5.60667178923701,-13.4189760729464,-6.98137242636242,1.66115451961389,4.47262902352226,3.46330304059876,-11.9955372584107,-10.0234763636324,6.62819357176313,-12.1334067480901,-5.95700939516028,-7.71840718934812,-4.37507759244566,-16.7300057256373,22.8147945829965,16.9461488564591,-4.96371370960885,-38.4101610750787,-9.09485383679358,-2.15291601570812,-11.9690349919771,10.2834675491698,35.8008956783223,15.5824543236797,11.7559849658468,18.1649433648878,17.4902873686822,17.8317809511626,36.8863533535496,34.6850488142071
"540",2021-10-28,1.58544393131383,-3.08357214827596,12.298976894104,58.6971801498694,1.64325858325372,5.84613143528678,-19.112770934196,-15.3175313431409,9.35211733658162,2.28320171470181,-23.3141722609718,-3.93220943891341,5.83029401654069,-6.4584384654676,-7.05872733135797,10.4606414228897,-0.359663442183195,-12.7981161790713,-7.95290325140847,-4.20542325184081,-12.5438718045733,11.3138562483576,5.64684312769362,3.74004527199887,-32.0665790660365,-4.63244240948638,-11.2562209924878,-3.81506326213831,3.61664485971638,5.55171541819269,3.96459002300104,-11.8375139999389,-8.9938836599901,8.41723226465131,-8.80868850289007,-3.84040124877482,-6.4897486139863,-3.81988875935545,-16.5467537092894,23.5472751119031,19.090095411463,-1.8460086859029,-35.6327163191992,-7.83851810251156,-1.59668189300495,-11.7755938431374,11.1466310498136,37.0426784474469,18.0943745874655,13.5347398718856,19.1163135551056,17.9499112657787,17.9866067792396,37.5017905536202,35.9543372868879,46.2851412006691
"541",2021-10-29,-3.55618080575467,12.0637068018549,58.6313823945154,1.59332259294267,5.64974767796971,-19.6395720118645,-16.0845226917758,8.93423500371852,2.01816997650865,-23.4639015635029,-3.98937504510579,5.63051208639097,-6.93203869990788,-7.7728916989074,10.0456141574718,-0.63482423796616,-12.9393457492514,-8.01681299510826,-4.43019403534191,-13.0474561118421,10.7205096052604,5.20713159227179,3.47329448606724,-32.2368984242123,-4.6987449917985,-11.5001215690386,-4.28226539888726,2.96990880405476,5.10919120961147,3.69564721356494,-11.9859212230392,-9.06745490751182,8.21325454211889,-9.30115679315747,-4.53921180561654,-6.99135764216376,-4.11366395088201,-16.7057335932809,23.4925335960321,18.8377717483519,-2.30956833388039,-36.5481384930871,-8.34917518838799,-1.88712381066884,-11.9321851575591,11.0793938449854,36.8980923397266,17.7194884048365,12.9494670690802,18.7312806073865,17.7129677439514,17.868707193539,37.4519720481577,35.8050533676479,46.0379221652479,-24.8346783093748
"542",2021-10-30,13.1092607520697,59.0551336325119,1.87126752749072,5.79312892306497,-19.045938632468,-15.0106531084885,10.2417969212402,3.19393252722981,-22.5082168313643,-3.67899510919353,5.78954181884767,-6.38588049060016,-6.76296848128271,11.3464708068988,0.583796077830703,-12.0499329779606,-7.67723860439516,-4.23706680317444,-12.4537084549209,11.5678079672117,6.58768345508426,4.65270537519205,-31.1778376974109,-4.35308734720467,-11.2757631651763,-3.71957047480913,3.90231316697854,6.50087881234684,4.88281951844474,-11.0741711087921,-8.69030528119426,8.41277342790557,-8.69578140437425,-3.52225950048552,-5.41128146310371,-2.81893290453288,-15.7401501420627,23.7689733280174,19.0971733533315,-1.72841241537532,-35.2036911547957,-6.73801624012146,-0.60906738408652,-10.9914109555674,11.414388423555,37.0554065649634,18.1984599543187,13.8167922149045,19.9480041981302,18.7540306793175,18.5697194486792,37.697178479769,35.9752228392964,46.3595968320686,-23.5762842230188,-205.734493227522
"543",2021-10-31,56.1948849853466,-1.42108614857134,4.73447176600419,-19.6294269261255,-16.8868489716345,7.19189586634166,-2.82198479666311,-28.9106183008938,-7.19717449828841,4.68688282286636,-6.95756319088652,-8.54679531012329,8.30420038023443,-5.62282489471613,-17.9404240717267,-11.3719836510785,-5.50536460871891,-13.1107436347245,10.055478716882,3.35067945838698,-1.32718249941765,-38.1143063363621,-7.97316969211229,-12.6808784427713,-4.37389282704714,2.22126695061749,3.22948860244558,-1.10982187503789,-16.9816947959976,-12.5016513373872,7.21445097090189,-9.43179278669431,-5.37353838175905,-9.13474681714111,-9.32614993529648,-21.9312492635264,21.0673914858771,17.621765717363,-2.46400562356445,-37.6740011045996,-10.543988706758,-7.00509901067975,-16.9623386236613,8.24208229353176,36.1749595384355,17.5696028917571,12.2088307427688,17.0669128551912,13.5658491689296,14.1643232216367,35.4430731227775,35.0510340814894,45.9228951448068,-25.9294609765543,-218.461731563413,-27.748198302643
"544",2021-11-01,-27.6111048281663,-8.68540469985339,-24.3045326558951,-19.4300392612409,0.836391674722045,-18.1672527426519,-71.4845340264763,-35.00020019031,-8.88285753917156,-11.3264792388113,-11.0849748028724,1.89249332997941,-21.5316213070896,-57.0063765517419,-40.3838642661106,-20.6838978696606,-17.9296852584928,7.80669365981548,-3.54659699322597,-16.7283363485777,-83.9975479067045,-36.2217878198385,-29.059387191693,-9.00285432948812,-0.380992722405687,-3.81549462587955,-16.6167613065443,-55.9590077839455,-42.0621733357764,-6.40965194495204,-14.4750207236608,-8.34706853639085,-17.2363323955287,-26.2430559479427,-62.6773864511295,0.238215035685147,-7.76639337500753,-7.36294425632376,-41.779109371915,-18.9083357006381,-23.7092775359623,-56.1630337248072,-16.0750529583849,26.6154144285309,13.4870552451444,9.45132349946067,10.6733638073662,-0.0451601830142653,-14.6886611576779,18.2617789235424,25.2281899666698,43.15233639404,-30.0846058335302,-268.405992736819,-48.03929364183,-1.42803796140567
"545",2021-11-02,0.156841485966692,-18.3859139366281,-17.9018248250369,1.5287911547789,-14.9919349793275,-61.2203932281386,-21.9838898682056,0.0157588596124725,-5.9659568322577,-9.59208380253446,2.63655632520974,-18.199080421779,-47.5356782974665,-26.804985228874,-10.7762951194064,-12.188259642352,9.10461003354509,-2.69927427769827,-13.4636145198355,-72.8133936107462,-23.0033205597714,-18.4167279959403,-3.63824385529759,1.09591844988989,-2.90409956860814,-13.2916078587422,-46.4071388554514,-28.2330257817324,2.40425023924448,-8.78081147716323,-6.68461173978879,-16.1375765073013,-22.5749223654454,-52.6392471595749,9.98044361512737,2.8331558745581,-1.96633622383737,-39.5148197492943,-17.7237088275253,-20.0479267585904,-46.4553698228,-4.70388859639767,32.7474214534434,17.8806030406409,10.9538282556671,11.6157743722352,2.96964286768676,-7.5069044492244,26.2944140780999,31.5032840660545,46.0686968904865,-27.8455555035621,-265.413948030854,-43.4989008450761,4.96939999689004,31.0154985369279
"546",2021-11-03,-18.4368734225845,-17.9245830058022,1.52464480278917,-14.9964041083188,-61.2492573098592,-22.0304098072108,-0.0434175874171814,-6.0110991694914,-9.61292610508858,2.63266096228003,-18.2034233862928,-47.5616677234925,-26.8528324799512,-10.8412789422469,-12.2355597786059,9.08758021210341,-2.7031685534094,-13.4675438694324,-72.843342406006,-23.049242584282,-18.4855813384219,-3.68148891268654,1.07766542680152,-2.90778758155786,-13.2952931148456,-46.4320965748548,-28.2803939534652,2.34800205550405,-8.82573500376038,-6.70400378844793,-16.1414983165448,-22.5786531413205,-52.6648380690741,9.94754295179479,2.76805687773441,-2.00801228436725,-39.5397939063712,-17.7274415007114,-20.0513306021026,-46.4795152881764,-4.74175112861657,32.7093365807592,17.8473840373791,10.9381325865565,11.6131533891308,2.96709283096861,-7.52433090145158,26.2680432476186,31.4648325990313,46.0471047853487,-27.8677419617749,-265.410563478292,-43.5023759402587,4.95425714864463,30.9910783778939,22.4105806609334
"547",2021-11-04,-12.3457662767008,3.89611779948903,-14.3119997084441,-61.0689158890331,-19.9992142393615,4.20754296702076,1.06722156268436,-4.40162574324087,5.00620897976588,-17.4593869311858,-47.3378631892598,-24.6953422626205,-6.10374963192131,-4.72610179922277,13.4310594977808,-0.169319488877055,-12.7145722001904,-72.5128180567979,-20.9121211108844,-13.3917917251732,3.27003190031516,5.8268934915772,-0.338706292747696,-12.504950433163,-46.0945371427495,-26.0065414013523,6.5703664420132,-1.514143483603,-1.55636877150151,-13.2080894468202,-21.68206404677,-52.2533165560594,11.5757590820673,8.18298191721691,4.85978515197641,-32.7757253884658,-14.7196788649924,-19.1327737868698,-46.0278598036534,-2.81100496666612,35.6520770734637,23.3899209343732,15.2759315729444,13.8969710396837,3.74208328382051,-7.15135886122847,27.6529968541375,34.4787778228846,49.6947032931098,-21.6103779269915,-254.726799937067,-42.3082973759792,5.32033431806206,32.3113223576416,25.8416184491356,14.8200089808472
"548",2021-11-05,6.99598953637588,-12.3720292189813,-60.3352846174566,-19.8202695626835,5.55033352128318,4.41623595406161,0.503222551999369,8.08806429719061,-15.439751377193,-46.6254262602204,-24.4699971768247,-4.58742476605118,-1.16209330772831,17.5101338321899,3.09916004202867,-10.7514195531361,-71.6305372951093,-20.6557150073274,-11.740569579141,6.57928428439596,10.2773380781659,2.95400542556618,-10.5204827157928,-45.3068710060626,-25.7001479892091,7.95603532353012,1.97693043023775,3.25708146172443,-9.47199939203469,-19.5088132311104,-51.3904968615062,11.8180522176406,9.96445075440256,8.14859945277992,-26.4641653941252,-10.9124121775588,-16.9787992582707,-45.1603263215089,-2.49781092519237,36.6406674696179,26.0517701316943,19.3150769439048,16.7704662605288,5.50361107607928,-6.48561264609676,27.8953721202029,35.5026318964282,51.4514680559031,-15.7958567227714,-241.461655617954,-39.672893694072,5.93421976251909,32.5585060329241,27.019808746696,17.8096589823211,-143.109965735149
"549",2021-11-06,-15.1408679566433,-62.8554264445403,-20.3565065646798,5.4009794713725,3.42170505801941,-1.6120262756503,5.28661701953132,-18.3005280966648,-48.9546290771418,-25.0539013320023,-4.77782011786738,-2.23512615657841,15.7439566958425,0.133032431401762,-13.5116673542996,-74.3855720420458,-21.2475777940074,-11.9704825408704,5.56960930763282,8.34276763592688,-0.0291898250033505,-13.2905678445027,-47.6634797842884,-26.3435015298984,7.74500549872017,0.897977542848163,1.15660124394776,-12.8513951486805,-22.5210114767263,-53.8708012626214,11.3480883686199,9.77786576111091,7.11940347247022,-29.2288965177582,-14.3506696989344,-19.9436720835943,-47.5624609957989,-3.06558425856853,36.4659696997611,25.2086496618245,17.5391155840189,14.1795796786785,3.0953046704354,-8.26521573939212,27.4809246136668,35.3099952582019,50.8884692739987,-18.3618778027337,-253.143701934891,-43.2521178752062,4.34681343984043,32.1568929963102,26.7852204243867,16.840601453168,-148.533308657441,-21.8199302446069
"550",2021-11-07,-54.5607900059699,-16.5236069096392,6.26656858252664,3.56201241681165,-0.14975648341851,8.56232116347435,-11.5633195214677,-41.3329016453262,-21.0325127539724,-3.77432734984481,-2.03906025768236,16.9868585515606,3.6149172555297,-7.0214398857276,-65.4216161630811,-17.311098281557,-10.8506775651029,5.7942161166324,9.72772206241401,3.48625519240636,-6.78732661405007,-40.0385168023941,-22.2027312959588,8.70637919386586,1.17894427214967,2.68538659079517,-8.85393487797192,-15.4602083717194,-45.8893415163356,14.2806603198431,10.819793925063,7.42476066027746,-27.1843270294046,-10.2683871388301,-13.0043165754047,-39.8738176259631,0.375120724485818,37.1807378239933,25.4880812438291,18.8728269863728,17.2670753883135,8.72358687337399,-2.59894947691106,29.923802699458,36.0642618021727,51.0937928918946,-16.4060103396486,-239.418122446564,-34.8996955249155,9.37519715816373,34.4626591583527,27.6686253988303,17.2249272376093,-144.339768931787,-17.0516784524519,-15.871500852903
"551",2021-11-08,-0.610510169371964,14.2582341966773,5.89271523017037,0.543490741010163,12.2624232208871,-1.43652643796984,-19.4978547588645,-4.39012465463296,5.20046537991514,0.58472717075094,17.6804266732577,7.62790994319654,2.8028117143252,-39.7258790624626,-1.07103848901122,-1.12929293948201,8.36085126826863,10.6103827126816,7.61691500098507,3.12445302913552,-18.1683971986817,-5.17222939692308,16.8226117555736,4.02128081282423,3.77441404162202,-4.06905103959632,-4.62606189837541,-22.9838612574238,26.3057238734119,20.4387571390294,10.2266673186302,-25.5825457276296,-5.29419947347838,-2.2862339125101,-17.7967056168853,14.4421800784146,42.9150682191432,27.8543321760426,20.0076388782279,21.0940895323707,17.4728519316496,13.6796487954614,39.8824138716292,41.9757192509485,52.7191400762892,-14.6165458348292,-223.503326223991,-21.8335332114401,23.8285341454667,43.8356119945812,34.4407750305791,20.0970890272287,-140.247572426188,-11.4170681358057,-4.53255356788212,-8.65252661411137
"552",2021-11-09,14.1903013947162,5.89958158644736,0.825976951547697,12.1148147832627,-1.75794850648495,-19.0303618819377,-4.16336435407989,5.07477268211926,0.540208260700119,17.8766157343135,7.43564474797549,2.45520446248557,-39.2478434757977,-0.904879886175696,-1.31693290919907,8.27242805167834,10.7827672537935,7.38788147316838,2.73864871646195,-17.821783282967,-5.05449057049741,16.6245602739006,3.87938580736152,3.9164304232024,-4.36831769482844,-5.08507867214014,-22.6827916453151,26.3498441270346,20.1279786962897,10.0481660493748,-25.4537673400121,-5.63860482770998,-2.7762407847929,-17.5651576631404,14.4491558735933,42.7197919243052,27.6743407315237,20.0538078358064,20.8049086315645,17.0443303997573,13.8079227300703,39.8564395020498,41.7473909256019,52.5773968473226,-14.601531719076,-224.989346119835,-22.5149566066082,23.9053981057069,43.7826968039809,34.1493223562819,19.8176197181465,-140.322794266586,-11.9775157803749,-5.15894364538209,-8.37907723822215,-1.10806819606375
"553",2021-11-10,1.13305479552544,-1.64661393805231,11.4847547398516,-2.15225812022713,-20.9163197540352,-8.27077562305149,-1.18179064461037,-4.51618275375729,15.8077431982845,6.74650305803522,2.0490601053842,-41.495454139921,-4.90667761302401,-8.00719964756329,3.59220400322549,8.51204220136934,6.67291916329898,2.30571201951987,-19.7583293567893,-9.24457791339315,11.1087666409864,-1.04268782620419,1.44611769114666,-5.20264137654054,-5.58295032429692,-24.7352530304722,23.3957530205642,13.1430077195442,5.42544426967085,-28.7114839666856,-6.51194182062472,-3.2925123544109,-19.5663380627488,10.9985681403046,38.916189901461,23.9441778539279,17.9573044183103,20.1286202578774,16.6040288470472,12.315727620484,37.4172037031816,37.8719784860713,50.1229134868342,-17.636117187906,-228.071967302025,-23.1999444806491,22.5660176501743,41.4902020603772,29.7602172101047,15.6529098846569,-146.747593233127,-13.0728946626661,-5.77658620961905,-10.2071367353034,-5.02501790245177,20.771027637407
