DATA_RILEVAZIONE,BENZINA,GASOLIO_AUTO,GPL,GASOLIO_RISCALDAMENTO,O.C._FLUIDO_BTZ,O.C._DENSO_BTZ
2005-01-03,1115.75,1018.28,552.5,948.5,553.25,229.52
2005-01-10,1088,1004.39,552.57,947.94,554.22,238.37
2005-01-17,1088.14,1004.31,551.88,952.42,562.78,245.89
2005-01-24,1090.01,1004.31,551.88,963.98,573.42,243.84
2005-01-31,1132.11,1022.6,551.88,972.95,579.23,242.53
2005-02-07,1135.87,1022.67,551.88,955.66,565.28,250.24
2005-02-14,1135.88,1022.46,551.88,963.5,567.19,246.86
2005-02-21,1136.04,1022.79,551.88,968.29,567.01,242.84
2005-02-28,1136.04,1022.85,551.88,989.42,571.97,258.17
2005-03-07,1158.78,1047.59,552.37,1012.05,587.08,266.79
2005-03-14,1185.9,1072.72,553.56,1007,587.2,273.09
2005-03-21,1185.98,1072.86,553.56,1014.9,589.28,276.86
2005-04-04,1187.92,1074.63,553.56,1025.15,603.17,289.78
2005-04-11,1236.35,1122.8,553.81,1030.84,608.22,313.53
2005-04-18,1236.35,1122.8,553.81,1018.49,602.77,289.2
2005-04-25,1234.89,1121.45,553.81,1016.08,605.23,294.82
2005-05-02,1234.89,1092.92,553.2,1008.37,600.28,289.41
2005-05-09,1215.38,1072.72,553.2,1000.75,592.43,279.99
2005-05-16,1201.12,1062.62,553.2,986.34,578.27,284.06
2005-05-23,1186.26,1052.68,553.2,990.43,585.79,292.33
2005-05-30,1186.26,1052.68,553.2,1001,594.08,287.22
2005-06-06,1197.86,1074.55,553.2,1024.37,600.94,290.06
2005-06-13,1216.26,1102.35,553.2,1039.01,610.85,292.25
2005-06-20,1216.44,1104.03,553.2,1050.01,617.81,311.35
2005-06-27,1231.19,1120.85,553.2,1059.54,635.86,328.78
2005-07-04,1245.79,1131.05,553.44,1064.42,645.06,316.56
2005-07-11,1246.15,1131.97,553.44,1081.69,647.88,329.41
2005-07-18,1247.67,1133.37,553.44,1072.66,645.16,325.33
2005-07-25,1245.7,1132.13,553.44,1056.69,647.26,319.07
2005-08-01,1246.26,1132.13,553.44,1062.67,639.43,321.7
2005-08-08,1246.26,1132.82,553.44,1065.31,649.28,321.56
2005-08-22,1275.6,1157.26,555.16,1087.73,646.84,326.21
2005-08-29,1277.05,1157.9,555.16,1111.53,665.08,329.28
2005-09-05,1306.89,1179.13,555.16,1148.23,688.76,359.42
2005-09-12,1329.84,1206.9,578.22,1121.71,677,350.45
2005-09-19,1296.46,1178.61,579,1124.51,685.98,356.72
2005-09-26,1293.42,1177.67,579.54,1134.44,699.53,373.2
2005-10-03,1335.22,1217.1,593.24,1149.46,695.83,371.83
2005-10-10,1337.86,1218.09,599,1136.83,691.57,352.13
2005-10-17,1334.07,1216.71,599,1145.53,702.95,368.85
2005-10-24,1295.58,1208.15,599,1125.59,698.92,363.41
2005-10-31,1256.81,1169.02,601.29,1123.6,698.32,361.23
2005-11-07,1255.08,1167.34,604.47,1104.32,685.58,343.69
2005-11-14,1245.95,1138.33,606.56,1091.94,686.04,345.84
2005-11-21,1226.62,1118.46,625.92,1090.86,683.43,351.99
2005-11-28,1226.19,1118.46,629,1074.63,687.79,337.54
2005-12-05,1207.21,1108.09,636.75,1084.77,680.99,328.18
2005-12-12,1214.49,1114.85,636.75,1087.86,686.23,352.95
2005-12-19,1228.03,1128.36,637.51,1095.41,690.18,351.14
2006-01-02,1217.22,1117.79,637.51,1083.07,678.95,346.67
2006-01-09,1255.71,1155.76,664,1107.53,691.96,361.94
2006-01-16,1259.7,1157.03,669.73,1102.09,691.8,361.72
2006-01-23,1260.08,1156.96,671.44,1116.32,699.98,376.44
2006-01-30,1260.32,1157.35,675.35,1110.95,702.32,370.48
2006-02-06,1258.18,1157.27,675.85,1112.36,707.54,380.1
2006-02-13,1257.92,1157.27,675.85,1102.37,708.79,383.96
2006-02-20,1228.36,1137.2,675.85,1100.1,706.96,380.09
2006-02-27,1226.36,1137.98,675.85,1103.23,712.66,386.8
2006-03-06,1256.01,1167.02,681.24,1123.43,718.1,375.52
2006-03-13,1256.01,1167.15,681.24,1111.32,707.63,365.2
2006-03-20,1261.81,1169.1,681.24,1114.32,714.85,370.67
2006-03-27,1261.48,1169.46,681.24,1116.45,707.04,362.82
2006-04-03,1286.65,1169.51,673.49,1122.74,716.71,360.01
2006-04-10,1289.98,1169.61,655.18,1122.03,710.32,360.77
2006-04-24,1338.02,1208.09,651.59,1148.88,716.7,370.58
2006-05-01,1342.06,1210.84,651.59,1150.1,706.94,365.64
2006-05-02,1342.06,1210.84,651.59,1150.1,706.94,365.64
2006-05-08,1345.29,1212.62,651.59,1143.71,717.34,362.56
2006-05-15,1344.22,1202.03,651.59,1155.61,706.99,362.43
2006-05-22,1337.34,1198.22,651.59,1136.2,712.54,355.75
2006-05-29,1335.81,1196.47,651.59,1134.69,713.79,360.22
2006-06-05,1336.4,1196.99,651.59,1133.95,710.57,358.26
2006-06-12,1336.72,1197.12,651.59,1135.86,707.87,351.39
2006-06-19,1336.72,1197.12,651.59,1139.59,714.78,342.4
2006-06-26,1336.72,1197.12,651.59,1140.45,714.12,342.44
2006-07-03,1354.09,1197.12,651.59,1144.39,710.67,342.57
2006-07-10,1367.11,1201.87,651.59,1139.53,712.85,346.37
2006-07-17,1385.08,1207.26,651.59,1153.19,720.93,360.61
2006-07-24,1387.42,1207.26,651.59,1140.48,718.3,355.55
2006-07-31,1387.16,1206.43,651.59,1143.89,720.97,358.29
2006-08-07,1388.58,1206.43,651.02,1149.92,728.08,362
2006-08-14,1389.48,1206.69,651.02,1151.51,727.95,360.83
2006-08-21,1362.07,1207.02,651.02,1147.02,723.21,347.73
2006-08-28,1329.95,1206.81,651.02,1153.52,711.84,345.28
2006-09-04,1293.31,1188.55,651,1146.54,721.55,336.96
2006-09-11,1271.34,1177.6,650.38,1132.94,711.26,324.64
2006-09-18,1251.56,1158.4,649.82,1104.26,695.31,310.24
2006-09-25,1231.52,1128.68,649.64,1086.5,684.49,293.27
2006-10-02,1230.16,1127.14,649,1090.28,671.52,295.72
2006-10-09,1220.03,1116.96,609.37,1085.99,666.31,291.81
2006-10-16,1219.79,1116.96,609.37,1085.72,670.4,302.45
2006-10-23,1219.79,1116.96,609.37,1083.68,668.57,297.68
2006-10-30,1219.79,1117.02,609.37,1089.03,666.37,297.49
2006-11-06,1220.03,1116.81,609.37,1072.37,659.66,295.17
2006-11-13,1219.93,1116.14,609.37,1081.6,660.14,295.53
2006-11-20,1218.78,1113.76,609.37,1081.52,658.85,291.95
2006-11-27,1218.89,1113.87,609.37,1075.81,652.55,285.5
2006-12-04,1219.22,1113.87,609.37,1089.8,660.89,287.4
2006-12-11,1219.22,1113.87,609.37,1080.3,654.06,281.48
2006-12-18,1219.22,1113.87,609.37,1082.01,650.82,284.68
2007-01-08,1218.68,1114.29,609.37,1055.18,641.55,276.74
2007-01-15,1207.69,1098.03,609.37,1045.66,641.31,275.78
2007-01-22,1198.79,1079.86,609.37,1033.35,625.85,263.36
2007-01-29,1198.22,1079.72,609.37,1046.83,644.62,271.59
2007-02-05,1198.59,1079.34,609.37,1054.47,645.12,279.43
2007-02-12,1200.79,1081.68,609.37,1056.87,651.39,290.97
2007-02-19,1201.46,1082.07,609.37,1049.86,644.86,281.07
2007-02-26,1221.66,1097.83,609.37,1060.79,653.13,289.13
2007-03-05,1231.49,1099.76,609.37,1064.91,653.55,297.1
2007-03-12,1241.27,1108.92,609.37,1068.24,656.85,298.1
2007-03-19,1240.75,1108.92,609.37,1065.63,649.98,294.33
2007-03-26,1240.43,1108.45,609.37,1067.03,651.28,301.7
2007-04-02,1256.4,1113.86,609.37,1083.59,661.98,314.15
2007-04-16,1276.21,1127.27,631.63,1096.26,675.43,318.48
2007-04-23,1279.61,1128.12,641,1087.72,680.62,321.62
2007-04-30,1293.63,1128.71,621.38,1088.56,673.23,330.08
2007-05-07,1309.43,1129.3,621.38,1091.5,675.77,333.11
2007-05-14,1312.83,1129,619.89,1090.84,674.83,327.81
2007-05-21,1326.55,1131.89,617.47,1097.65,677.6,333.7
2007-05-28,1342.73,1139.33,615.97,1101.48,679.58,344.7
2007-06-04,1343.85,1147.78,615.97,1092.7,679.79,337.34
2007-06-11,1346.21,1150.77,615.97,1103.84,683.28,343.01
2007-06-18,1346.14,1151.9,614.47,1107.45,687.7,347.55
2007-06-25,1350.93,1156.35,614.47,1112.49,694.03,350.1
2007-07-02,1351.09,1157.81,615.96,1107.82,693.16,361.47
2007-07-09,1352.35,1158.59,615.96,1115.79,707.71,367.37
2007-07-16,1358.88,1164.4,625.77,1119.22,703.43,364.76
2007-07-23,1356.7,1164.32,625.77,1120.97,704.67,372.62
2007-07-30,1348.53,1172.5,625.77,1123.78,706.86,374.06
2007-08-06,1332.93,1182.24,625.71,1125.48,707.79,370.85
2007-08-13,1302.4,1174.41,626.26,1115.54,691.9,362.51
2007-08-20,1301.15,1171.43,625.71,1110.73,697.22,367.04
2007-08-27,1293.62,1164.43,625.71,1108.26,682.37,350.35
2007-09-03,1297.97,1167.74,625.71,1116.38,685.93,355.98
2007-09-10,1308.83,1173.52,626.35,1126.24,702.44,362.46
2007-09-17,1307.5,1188.59,626.35,1138.25,704.39,366.33
2007-09-24,1313.24,1197.45,626.35,1148,707,366.74
2007-10-01,1314.09,1203.16,626.35,1143.23,696.14,362.11
2007-10-08,1311.48,1203.36,626.35,1132.79,706.31,366.29
2007-10-15,1311.83,1203.36,627.88,1143.26,714.7,377.16
2007-10-22,1313.46,1207.57,638.97,1159.28,727.6,383.5
2007-10-29,1319.09,1213.84,643.96,1169.85,736.9,392.38
2007-11-05,1331.65,1229.38,647.49,1196.21,768.05,413.58
2007-11-12,1356.42,1259.41,653.4,1219.75,768.38,429.84
2007-11-19,1360.44,1264.19,657.12,1217.46,768.18,420.45
2007-11-26,1363.88,1289.21,666.09,1233.49,784.27,432.84
2007-12-03,1363.44,1291.56,668.4,1223.75,774.39,417.38
2007-12-10,1361.99,1290.03,668.89,1206.09,768.68,411.25
2007-12-17,1358.66,1281.36,669.92,1217.05,785.79,407.64
2007-12-31,1359.16,1280.95,671.09,1217.49,781.07,434.35
2008-01-07,1377.18,1295.83,672.3,1223.89,807.21,444.94
2008-01-14,1371.94,1287.22,672.3,1223.32,774.78,428.53
2008-01-21,1355.99,1260.5,674.6,1203.09,776.64,411.16
2008-01-28,1351.75,1254.85,684.45,1201.22,772.17,402.14
2008-02-04,1352.92,1258.77,691.29,1201.49,765.96,405.99
2008-02-11,1352.35,1258.79,691.29,1205.12,783.49,400.91
2008-02-18,1367.02,1278.86,691.89,1238.4,804.31,416.29
2008-02-25,1385.05,1309.05,691.89,1250.9,817.96,419.7
2008-03-03,1388.46,1313.45,691.89,1260.72,814.53,417.41
2008-03-10,1388.75,1325.07,691.89,1286.93,824.23,418.37
2008-03-17,1385.52,1349,691.89,1296.59,831.33,420.65
2008-03-31,1363.13,1326.94,681.78,1279.41,830.84,407.23
2008-04-07,1364.2,1326.47,680.8,1272.43,846.23,425.9
