,LOCALITA,DATA,TMEDIA °C,TMIN °C,TMAX °C,PUNTORUGIADA °C,UMIDITA %,VISIBILITA km,VENTOMEDIA km/h,VENTOMAX km/h,RAFFICA km/h,PRESSIONESLM mb,PRESSIONEMEDIA mb,PIOGGIA mm,FENOMENI
113,Pavia,2018-02-22,4.0,3.0,5.0,2.0,78.0,18.0,4.0,8.0,0.0,1008.0,0.0,0.0,pioggia 
114,Pavia,2018-02-23,3.0,1.0,4.0,2.0,94.0,7.0,5.0,11.0,0.0,1009.0,0.0,0.0,pioggia neve 
115,Pavia,2018-02-24,6.0,4.0,10.0,3.0,81.0,16.0,4.0,11.0,0.0,1010.0,0.0,0.0,pioggia 
116,Pavia,2018-02-25,2.0,0.0,7.0,1.0,75.0,17.0,20.0,26.0,0.0,1013.0,0.0,0.0,neve 
117,Pavia,2018-02-26,-2.0,-3.0,-1.0,0.0,55.0,19.0,9.0,18.0,0.0,1013.0,0.0,0.0,
118,Pavia,2018-02-27,-3.0,-5.0,0.0,0.0,56.0,20.0,4.0,9.0,0.0,1011.0,0.0,0.0,
119,Pavia,2018-02-28,-3.0,-5.0,0.0,0.0,63.0,20.0,7.0,11.0,0.0,1016.0,0.0,0.0,
243,Pavia,2018-03-01,-2.0,-3.0,0.0,0.0,94.0,2.0,5.0,15.0,0.0,1013.0,0.0,0.0,neve 
244,Pavia,2018-03-02,0.0,-1.0,2.0,1.0,94.0,2.0,8.0,15.0,0.0,999.0,0.0,0.0,pioggia neve 
245,Pavia,2018-03-03,0.0,-3.0,2.0,1.0,98.0,3.0,6.0,17.0,0.0,999.0,0.0,0.0,pioggia neve nebbia 
246,Pavia,2018-03-04,2.0,0.0,5.0,1.0,97.0,3.0,6.0,15.0,0.0,1004.0,0.0,0.0,pioggia nebbia 
247,Pavia,2018-03-05,5.0,2.0,9.0,4.0,94.0,3.0,5.0,9.0,0.0,999.0,0.0,0.0,pioggia 
248,Pavia,2018-03-06,6.0,4.0,8.0,5.0,95.0,6.0,5.0,9.0,0.0,993.0,0.0,0.0,pioggia nebbia 
249,Pavia,2018-03-07,6.0,3.0,9.0,5.0,94.0,4.0,7.0,11.0,0.0,999.0,0.0,0.0,pioggia nebbia 
250,Pavia,2018-03-08,8.0,0.0,15.0,3.0,73.0,15.0,5.0,11.0,0.0,1009.0,0.0,0.0,nebbia 
251,Pavia,2018-03-09,10.0,6.0,15.0,4.0,66.0,21.0,6.0,15.0,0.0,1015.0,0.0,0.0,
252,Pavia,2018-03-10,9.0,9.0,11.0,8.0,93.0,11.0,5.0,15.0,0.0,1014.0,0.0,0.0,pioggia 
253,Pavia,2018-03-11,9.0,7.0,10.0,9.0,99.0,3.0,7.0,15.0,0.0,1004.0,0.0,0.0,pioggia 
254,Pavia,2018-03-12,9.0,7.0,13.0,7.0,88.0,12.0,7.0,17.0,0.0,1002.0,0.0,0.0,pioggia 
255,Pavia,2018-03-13,11.0,6.0,17.0,6.0,76.0,17.0,5.0,13.0,0.0,1006.0,0.0,0.0,nebbia 
256,Pavia,2018-03-14,12.0,4.0,18.0,4.0,58.0,18.0,7.0,15.0,0.0,1010.0,0.0,0.0,
257,Pavia,2018-03-15,8.0,7.0,9.0,6.0,88.0,10.0,10.0,21.0,0.0,1005.0,0.0,0.0,pioggia 
258,Pavia,2018-03-16,10.0,7.0,15.0,6.0,77.0,20.0,7.0,17.0,0.0,1002.0,0.0,0.0,pioggia 
259,Pavia,2018-03-17,9.0,7.0,10.0,8.0,93.0,10.0,10.0,17.0,0.0,995.0,0.0,0.0,pioggia 
260,Pavia,2018-03-18,7.0,6.0,9.0,6.0,94.0,19.0,10.0,18.0,0.0,996.0,0.0,0.0,pioggia 
261,Pavia,2018-03-19,4.0,3.0,6.0,3.0,91.0,17.0,10.0,18.0,0.0,1001.0,0.0,0.0,pioggia 
262,Pavia,2018-03-20,6.0,3.0,9.0,2.0,78.0,18.0,9.0,24.0,0.0,1006.0,0.0,0.0,pioggia 
263,Pavia,2018-03-21,6.0,1.0,8.0,1.0,64.0,17.0,8.0,15.0,0.0,1018.0,0.0,0.0,pioggia 
264,Pavia,2018-03-22,6.0,2.0,10.0,0.0,55.0,19.0,8.0,13.0,0.0,1014.0,0.0,0.0,
265,Pavia,2018-03-23,7.0,0.0,13.0,1.0,61.0,20.0,7.0,13.0,0.0,1003.0,0.0,0.0,
266,Pavia,2018-03-24,8.0,5.0,12.0,2.0,59.0,20.0,11.0,18.0,0.0,1004.0,0.0,0.0,
267,Pavia,2018-03-25,9.0,5.0,13.0,1.0,54.0,20.0,8.0,13.0,0.0,1007.0,0.0,0.0,
268,Pavia,2018-03-26,10.0,3.0,16.0,2.0,58.0,20.0,6.0,17.0,0.0,1010.0,0.0,0.0,
269,Pavia,2018-03-27,11.0,4.0,18.0,2.0,56.0,20.0,5.0,13.0,0.0,1012.0,0.0,0.0,
270,Pavia,2018-03-28,11.0,7.0,16.0,6.0,67.0,16.0,6.0,11.0,0.0,1010.0,0.0,0.0,
271,Pavia,2018-03-29,12.0,10.0,14.0,9.0,80.0,6.0,7.0,15.0,0.0,1006.0,0.0,0.0,pioggia 
272,Pavia,2018-03-30,13.0,9.0,18.0,8.0,74.0,11.0,12.0,21.0,0.0,1005.0,0.0,0.0,pioggia 
273,Pavia,2018-03-31,11.0,8.0,15.0,6.0,75.0,19.0,10.0,24.0,0.0,997.0,0.0,0.0,pioggia 
31,Pavia,2018-04-01,13.0,3.0,19.0,4.0,47.0,20.0,11.0,21.0,0.0,1005.0,0.0,0.0,
32,Pavia,2018-04-02,12.0,4.0,16.0,5.0,51.0,19.0,6.0,15.0,0.0,1015.0,0.0,0.0,
33,Pavia,2018-04-03,12.0,8.0,15.0,6.0,66.0,19.0,4.0,11.0,0.0,1017.0,0.0,0.0,pioggia 
34,Pavia,2018-04-04,10.0,9.0,11.0,9.0,95.0,8.0,8.0,15.0,0.0,1015.0,0.0,0.0,pioggia 
35,Pavia,2018-04-05,13.0,9.0,17.0,9.0,81.0,11.0,10.0,15.0,0.0,1014.0,0.0,0.0,pioggia 
36,Pavia,2018-04-06,14.0,8.0,19.0,8.0,72.0,18.0,6.0,15.0,0.0,1019.0,0.0,0.0,
37,Pavia,2018-04-07,15.0,9.0,19.0,8.0,67.0,14.0,6.0,13.0,0.0,1018.0,0.0,0.0,
38,Pavia,2018-04-08,15.0,11.0,19.0,7.0,60.0,20.0,10.0,17.0,0.0,1015.0,0.0,0.0,
39,Pavia,2018-04-09,13.0,11.0,15.0,9.0,79.0,16.0,6.0,17.0,0.0,1010.0,0.0,0.0,pioggia 
40,Pavia,2018-04-10,11.0,9.0,14.0,10.0,92.0,14.0,7.0,17.0,0.0,1009.0,0.0,0.0,pioggia temporale 
41,Pavia,2018-04-11,11.0,7.0,13.0,9.0,89.0,13.0,8.0,18.0,0.0,1008.0,0.0,0.0,pioggia 
42,Pavia,2018-04-12,11.0,8.0,16.0,9.0,88.0,12.0,12.0,30.0,0.0,1005.0,0.0,0.0,pioggia temporale 
43,Pavia,2018-04-13,12.0,8.0,16.0,8.0,81.0,21.0,5.0,11.0,0.0,1013.0,0.0,0.0,pioggia 
44,Pavia,2018-04-14,14.0,9.0,20.0,8.0,69.0,20.0,4.0,11.0,0.0,1020.0,0.0,0.0,
45,Pavia,2018-04-15,14.0,10.0,18.0,9.0,74.0,21.0,4.0,11.0,0.0,1013.0,0.0,0.0,pioggia 
46,Pavia,2018-04-16,17.0,11.0,23.0,10.0,67.0,19.0,4.0,11.0,0.0,1011.0,0.0,0.0,
47,Pavia,2018-04-17,18.0,12.0,24.0,12.0,66.0,19.0,7.0,13.0,0.0,1020.0,0.0,0.0,
48,Pavia,2018-04-18,19.0,14.0,25.0,11.0,62.0,19.0,7.0,15.0,0.0,1027.0,0.0,0.0,
49,Pavia,2018-04-19,19.0,12.0,24.0,10.0,57.0,19.0,6.0,13.0,0.0,1027.0,0.0,0.0,
50,Pavia,2018-04-20,20.0,12.0,27.0,10.0,55.0,21.0,5.0,15.0,0.0,1024.0,0.0,0.0,
51,Pavia,2018-04-21,21.0,13.0,27.0,11.0,54.0,20.0,5.0,17.0,0.0,1019.0,0.0,0.0,
52,Pavia,2018-04-22,20.0,14.0,27.0,10.0,52.0,21.0,6.0,13.0,0.0,1017.0,0.0,0.0,
53,Pavia,2018-04-23,20.0,13.0,28.0,10.0,56.0,21.0,6.0,13.0,0.0,1016.0,0.0,0.0,
54,Pavia,2018-04-24,21.0,15.0,26.0,11.0,53.0,21.0,7.0,11.0,0.0,1016.0,0.0,0.0,
55,Pavia,2018-04-25,22.0,17.0,27.0,10.0,48.0,20.0,9.0,13.0,0.0,1015.0,0.0,0.0,
56,Pavia,2018-04-26,21.0,16.0,26.0,12.0,58.0,20.0,9.0,15.0,0.0,1011.0,0.0,0.0,
57,Pavia,2018-04-27,19.0,16.0,22.0,11.0,63.0,21.0,14.0,24.0,0.0,1014.0,0.0,0.0,
58,Pavia,2018-04-28,20.0,13.0,25.0,12.0,62.0,19.0,7.0,17.0,0.0,1013.0,0.0,0.0,pioggia 
59,Pavia,2018-04-29,21.0,17.0,26.0,12.0,59.0,19.0,13.0,30.0,0.0,1009.0,0.0,0.0,pioggia temporale 
60,Pavia,2018-04-30,18.0,12.0,22.0,6.0,47.0,21.0,12.0,24.0,0.0,1009.0,0.0,0.0,pioggia 
212,Pavia,2018-05-01,15.0,11.0,19.0,6.0,56.0,20.0,10.0,24.0,0.0,1012.0,0.0,0.0,pioggia 
213,Pavia,2018-05-02,13.0,12.0,14.0,11.0,89.0,15.0,5.0,11.0,0.0,1010.0,0.0,0.0,pioggia 
214,Pavia,2018-05-03,15.0,12.0,19.0,14.0,91.0,17.0,7.0,15.0,0.0,1006.0,0.0,0.0,pioggia 
215,Pavia,2018-05-04,18.0,15.0,24.0,15.0,83.0,20.0,9.0,15.0,0.0,1010.0,0.0,0.0,pioggia 
216,Pavia,2018-05-05,19.0,13.0,24.0,14.0,71.0,21.0,6.0,15.0,0.0,1016.0,0.0,0.0,
217,Pavia,2018-05-06,20.0,13.0,27.0,15.0,75.0,21.0,7.0,17.0,0.0,1016.0,0.0,0.0,nebbia 
218,Pavia,2018-05-07,20.0,17.0,23.0,14.0,66.0,22.0,9.0,17.0,0.0,1015.0,0.0,0.0,pioggia temporale 
219,Pavia,2018-05-08,20.0,14.0,26.0,13.0,67.0,19.0,8.0,24.0,0.0,1009.0,0.0,0.0,pioggia temporale 
220,Pavia,2018-05-09,18.0,15.0,23.0,14.0,78.0,18.0,8.0,24.0,0.0,1007.0,0.0,0.0,pioggia temporale 
221,Pavia,2018-05-10,20.0,15.0,24.0,14.0,69.0,20.0,5.0,11.0,0.0,1010.0,0.0,0.0,
222,Pavia,2018-05-11,20.0,14.0,26.0,14.0,72.0,20.0,7.0,21.0,0.0,1015.0,0.0,0.0,pioggia temporale 
223,Pavia,2018-05-12,20.0,16.0,25.0,15.0,75.0,21.0,5.0,9.0,0.0,1014.0,0.0,0.0,pioggia temporale 
224,Pavia,2018-05-13,19.0,14.0,24.0,13.0,68.0,20.0,10.0,18.0,0.0,1010.0,0.0,0.0,pioggia temporale 
225,Pavia,2018-05-14,15.0,11.0,19.0,8.0,65.0,17.0,10.0,15.0,0.0,1010.0,0.0,0.0,pioggia 
226,Pavia,2018-05-15,14.0,11.0,17.0,9.0,72.0,20.0,11.0,18.0,0.0,1010.0,0.0,0.0,pioggia 
227,Pavia,2018-05-16,16.0,11.0,22.0,11.0,74.0,17.0,7.0,17.0,0.0,1012.0,0.0,0.0,pioggia temporale 
228,Pavia,2018-05-17,19.0,13.0,22.0,13.0,69.0,16.0,7.0,15.0,0.0,1015.0,0.0,0.0,pioggia nebbia 
229,Pavia,2018-05-18,20.0,15.0,24.0,12.0,63.0,21.0,7.0,13.0,0.0,1016.0,0.0,0.0,pioggia temporale 
230,Pavia,2018-05-19,20.0,15.0,25.0,12.0,62.0,18.0,9.0,24.0,0.0,1016.0,0.0,0.0,
231,Pavia,2018-05-20,19.0,16.0,24.0,13.0,69.0,14.0,9.0,15.0,0.0,1016.0,0.0,0.0,pioggia temporale 
232,Pavia,2018-05-21,19.0,14.0,25.0,13.0,72.0,19.0,8.0,21.0,0.0,1015.0,0.0,0.0,pioggia temporale 
233,Pavia,2018-05-22,17.0,16.0,20.0,15.0,85.0,13.0,6.0,15.0,0.0,1014.0,0.0,0.0,pioggia 
234,Pavia,2018-05-23,20.0,16.0,26.0,15.0,73.0,17.0,5.0,17.0,0.0,1016.0,0.0,0.0,pioggia 
235,Pavia,2018-05-24,22.0,15.0,27.0,15.0,67.0,19.0,5.0,11.0,0.0,1016.0,0.0,0.0,
236,Pavia,2018-05-25,24.0,16.0,30.0,15.0,60.0,20.0,5.0,11.0,0.0,1015.0,0.0,0.0,
237,Pavia,2018-05-26,24.0,19.0,30.0,17.0,64.0,21.0,7.0,15.0,0.0,1018.0,0.0,0.0,
238,Pavia,2018-05-27,24.0,19.0,30.0,17.0,65.0,21.0,8.0,22.0,0.0,1018.0,0.0,0.0,
239,Pavia,2018-05-28,22.0,18.0,26.0,16.0,72.0,18.0,9.0,18.0,0.0,1018.0,0.0,0.0,pioggia temporale 
240,Pavia,2018-05-29,22.0,19.0,26.0,18.0,75.0,14.0,6.0,11.0,0.0,1016.0,0.0,0.0,pioggia 
241,Pavia,2018-05-30,23.0,18.0,26.0,18.0,75.0,14.0,7.0,22.0,0.0,1015.0,0.0,0.0,pioggia temporale 
242,Pavia,2018-05-31,22.0,17.0,27.0,17.0,74.0,20.0,7.0,15.0,0.0,1016.0,0.0,0.0,
151,Pavia,2018-06-01,23.0,18.0,28.0,15.0,62.0,20.0,10.0,15.0,0.0,1017.0,0.0,0.0,
152,Pavia,2018-06-02,23.0,18.0,29.0,15.0,62.0,20.0,8.0,13.0,0.0,1017.0,0.0,0.0,
153,Pavia,2018-06-03,24.0,18.0,29.0,16.0,60.0,20.0,6.0,9.0,0.0,1016.0,0.0,0.0,pioggia temporale 
154,Pavia,2018-06-04,21.0,19.0,26.0,18.0,81.0,17.0,7.0,21.0,0.0,1011.0,0.0,0.0,pioggia temporale 
155,Pavia,2018-06-05,23.0,18.0,29.0,17.0,68.0,15.0,8.0,13.0,0.0,1009.0,0.0,0.0,
156,Pavia,2018-06-06,23.0,18.0,27.0,15.0,62.0,21.0,10.0,18.0,0.0,1013.0,0.0,0.0,
157,Pavia,2018-06-07,23.0,19.0,28.0,15.0,61.0,21.0,9.0,21.0,0.0,1015.0,0.0,0.0,pioggia 
158,Pavia,2018-06-08,21.0,18.0,25.0,16.0,76.0,17.0,6.0,13.0,0.0,1013.0,0.0,0.0,pioggia 
159,Pavia,2018-06-09,23.0,17.0,29.0,16.0,67.0,19.0,9.0,13.0,0.0,1011.0,0.0,0.0,
160,Pavia,2018-06-10,26.0,21.0,30.0,18.0,60.0,19.0,10.0,15.0,0.0,1011.0,0.0,0.0,
161,Pavia,2018-06-11,25.0,19.0,29.0,18.0,67.0,20.0,6.0,13.0,0.0,1010.0,0.0,0.0,pioggia 
162,Pavia,2018-06-12,24.0,19.0,27.0,18.0,70.0,20.0,8.0,18.0,0.0,1006.0,0.0,0.0,pioggia temporale 
163,Pavia,2018-06-13,21.0,17.0,25.0,17.0,78.0,17.0,7.0,11.0,0.0,1005.0,0.0,0.0,pioggia temporale 
164,Pavia,2018-06-14,22.0,18.0,27.0,15.0,68.0,19.0,6.0,13.0,0.0,1008.0,0.0,0.0,pioggia 
165,Pavia,2018-06-15,23.0,19.0,27.0,15.0,61.0,20.0,10.0,74.0,0.0,1011.0,0.0,0.0,
166,Pavia,2018-06-16,24.0,20.0,29.0,14.0,52.0,20.0,8.0,11.0,0.0,1012.0,0.0,0.0,
167,Pavia,2018-06-17,25.0,19.0,30.0,15.0,55.0,21.0,6.0,13.0,0.0,1013.0,0.0,0.0,
168,Pavia,2018-06-18,25.0,20.0,30.0,16.0,57.0,20.0,9.0,17.0,0.0,1016.0,0.0,0.0,pioggia temporale 
169,Pavia,2018-06-19,26.0,20.0,30.0,16.0,56.0,20.0,8.0,15.0,0.0,1019.0,0.0,0.0,
170,Pavia,2018-06-20,27.0,23.0,31.0,16.0,53.0,21.0,8.0,13.0,0.0,1019.0,0.0,0.0,
171,Pavia,2018-06-21,26.0,21.0,32.0,18.0,62.0,18.0,5.0,11.0,0.0,1016.0,0.0,0.0,
172,Pavia,2018-06-22,26.0,21.0,30.0,18.0,60.0,20.0,16.0,26.0,0.0,1012.0,0.0,0.0,
173,Pavia,2018-06-23,24.0,19.0,26.0,11.0,46.0,22.0,11.0,17.0,0.0,1019.0,0.0,0.0,
174,Pavia,2018-06-24,22.0,17.0,26.0,10.0,48.0,22.0,9.0,17.0,0.0,1017.0,0.0,0.0,
175,Pavia,2018-06-25,22.0,18.0,26.0,13.0,58.0,20.0,12.0,21.0,0.0,1016.0,0.0,0.0,
176,Pavia,2018-06-26,23.0,18.0,27.0,11.0,48.0,21.0,9.0,15.0,0.0,1018.0,0.0,0.0,
177,Pavia,2018-06-27,24.0,16.0,30.0,12.0,50.0,19.0,9.0,33.0,0.0,1014.0,0.0,0.0,
178,Pavia,2018-06-28,24.0,17.0,29.0,11.0,45.0,21.0,9.0,17.0,0.0,1011.0,0.0,0.0,
179,Pavia,2018-06-29,28.0,22.0,31.0,12.0,38.0,19.0,8.0,15.0,0.0,1010.0,0.0,0.0,
180,Pavia,2018-06-30,27.0,20.0,33.0,15.0,48.0,21.0,8.0,15.0,0.0,1009.0,0.0,0.0,
181,Pavia,2018-07-01,27.0,21.0,32.0,18.0,57.0,20.0,10.0,22.0,0.0,1011.0,0.0,0.0,
182,Pavia,2018-07-02,26.0,22.0,30.0,18.0,61.0,21.0,10.0,21.0,0.0,1013.0,0.0,0.0,
183,Pavia,2018-07-03,27.0,21.0,32.0,17.0,56.0,21.0,9.0,28.0,0.0,1013.0,0.0,0.0,pioggia temporale 
184,Pavia,2018-07-04,25.0,19.0,31.0,19.0,70.0,18.0,9.0,15.0,0.0,1015.0,0.0,0.0,pioggia temporale 
185,Pavia,2018-07-05,24.0,20.0,29.0,18.0,72.0,19.0,9.0,30.0,0.0,1013.0,0.0,0.0,pioggia temporale 
186,Pavia,2018-07-06,24.0,18.0,31.0,17.0,68.0,19.0,7.0,24.0,0.0,1013.0,0.0,0.0,pioggia temporale 
187,Pavia,2018-07-07,26.0,19.0,31.0,17.0,64.0,21.0,6.0,13.0,0.0,1016.0,0.0,0.0,
188,Pavia,2018-07-08,25.0,19.0,30.0,17.0,62.0,19.0,8.0,17.0,0.0,1016.0,0.0,0.0,
189,Pavia,2018-07-09,26.0,21.0,30.0,16.0,53.0,19.0,10.0,18.0,0.0,1015.0,0.0,0.0,
190,Pavia,2018-07-10,26.0,23.0,30.0,16.0,55.0,17.0,9.0,17.0,0.0,1012.0,0.0,0.0,
191,Pavia,2018-07-11,23.0,20.0,25.0,18.0,76.0,19.0,14.0,21.0,0.0,1011.0,0.0,0.0,pioggia temporale 
192,Pavia,2018-07-12,24.0,20.0,28.0,19.0,74.0,15.0,9.0,17.0,0.0,1014.0,0.0,0.0,
193,Pavia,2018-07-13,26.0,21.0,31.0,19.0,67.0,14.0,6.0,11.0,0.0,1016.0,0.0,0.0,
194,Pavia,2018-07-14,27.0,22.0,31.0,19.0,65.0,19.0,7.0,13.0,0.0,1016.0,0.0,0.0,pioggia 
195,Pavia,2018-07-15,26.0,19.0,31.0,19.0,69.0,18.0,6.0,21.0,0.0,1014.0,0.0,0.0,pioggia 
196,Pavia,2018-07-16,23.0,20.0,27.0,18.0,74.0,19.0,10.0,22.0,0.0,1012.0,0.0,0.0,pioggia temporale 
197,Pavia,2018-07-17,26.0,18.0,32.0,18.0,63.0,19.0,7.0,15.0,0.0,1011.0,0.0,0.0,
198,Pavia,2018-07-18,28.0,19.0,34.0,16.0,51.0,21.0,6.0,13.0,0.0,1013.0,0.0,0.0,
199,Pavia,2018-07-19,27.0,19.0,33.0,16.0,51.0,20.0,7.0,13.0,0.0,1012.0,0.0,0.0,
200,Pavia,2018-07-20,27.0,20.0,32.0,19.0,65.0,19.0,8.0,24.0,0.0,1012.0,0.0,0.0,pioggia temporale 
201,Pavia,2018-07-21,21.0,19.0,26.0,18.0,83.0,16.0,8.0,17.0,0.0,1012.0,0.0,0.0,pioggia temporale 
202,Pavia,2018-07-22,24.0,18.0,30.0,18.0,71.0,20.0,6.0,13.0,0.0,1010.0,0.0,0.0,pioggia temporale nebbia 
203,Pavia,2018-07-23,25.0,18.0,31.0,18.0,67.0,18.0,7.0,26.0,0.0,1011.0,0.0,0.0,pioggia temporale 
204,Pavia,2018-07-24,27.0,21.0,32.0,19.0,61.0,20.0,7.0,11.0,0.0,1013.0,0.0,0.0,
205,Pavia,2018-07-25,27.0,22.0,31.0,19.0,60.0,21.0,6.0,11.0,0.0,1012.0,0.0,0.0,pioggia temporale 
206,Pavia,2018-07-26,27.0,22.0,31.0,20.0,68.0,22.0,10.0,22.0,0.0,1011.0,0.0,0.0,pioggia temporale 
207,Pavia,2018-07-27,26.0,20.0,31.0,20.0,70.0,20.0,7.0,26.0,0.0,1012.0,0.0,0.0,pioggia temporale 
208,Pavia,2018-07-28,26.0,21.0,31.0,20.0,70.0,20.0,6.0,13.0,0.0,1011.0,0.0,0.0,pioggia 
209,Pavia,2018-07-29,26.0,19.0,32.0,19.0,67.0,22.0,5.0,8.0,0.0,1013.0,0.0,0.0,
210,Pavia,2018-07-30,28.0,21.0,34.0,20.0,66.0,21.0,5.0,11.0,0.0,1014.0,0.0,0.0,
211,Pavia,2018-07-31,29.0,23.0,34.0,22.0,66.0,19.0,5.0,9.0,0.0,1014.0,0.0,0.0,
0,Pavia,2018-08-01,29.0,23.0,35.0,21.0,62.0,21.0,8.0,26.0,0.0,1015.0,0.0,0.0,pioggia temporale 
1,Pavia,2018-08-02,27.0,21.0,32.0,20.0,63.0,20.0,9.0,22.0,0.0,1016.0,0.0,0.0,
2,Pavia,2018-08-03,28.0,22.0,33.0,20.0,63.0,20.0,7.0,15.0,0.0,1017.0,0.0,0.0,
3,Pavia,2018-08-04,29.0,23.0,33.0,21.0,63.0,20.0,8.0,17.0,0.0,1015.0,0.0,0.0,pioggia temporale 
4,Pavia,2018-08-05,29.0,23.0,34.0,21.0,63.0,19.0,6.0,15.0,0.0,1015.0,0.0,0.0,pioggia 
5,Pavia,2018-08-06,29.0,23.0,34.0,21.0,65.0,21.0,7.0,11.0,0.0,1015.0,0.0,0.0,
6,Pavia,2018-08-07,28.0,23.0,33.0,19.0,56.0,18.0,9.0,22.0,0.0,1014.0,0.0,0.0,pioggia temporale 
7,Pavia,2018-08-08,28.0,21.0,33.0,20.0,64.0,18.0,7.0,15.0,0.0,1014.0,0.0,0.0,
8,Pavia,2018-08-09,26.0,22.0,32.0,20.0,69.0,21.0,7.0,21.0,0.0,1016.0,0.0,0.0,pioggia temporale 
9,Pavia,2018-08-10,26.0,21.0,31.0,19.0,67.0,22.0,6.0,11.0,0.0,1018.0,0.0,0.0,pioggia temporale 
10,Pavia,2018-08-11,27.0,22.0,31.0,19.0,64.0,18.0,7.0,21.0,0.0,1017.0,0.0,0.0,pioggia temporale 
11,Pavia,2018-08-12,25.0,21.0,30.0,20.0,71.0,21.0,10.0,21.0,0.0,1017.0,0.0,0.0,pioggia temporale 
12,Pavia,2018-08-13,24.0,20.0,30.0,19.0,77.0,18.0,6.0,15.0,0.0,1013.0,0.0,0.0,pioggia temporale 
13,Pavia,2018-08-14,23.0,18.0,28.0,18.0,73.0,21.0,5.0,11.0,0.0,1011.0,0.0,0.0,
14,Pavia,2018-08-15,24.0,18.0,30.0,17.0,68.0,19.0,6.0,22.0,0.0,1016.0,0.0,0.0,pioggia temporale 
15,Pavia,2018-08-16,25.0,19.0,30.0,16.0,61.0,21.0,8.0,13.0,0.0,1016.0,0.0,0.0,
16,Pavia,2018-08-17,25.0,19.0,31.0,17.0,62.0,19.0,5.0,9.0,0.0,1014.0,0.0,0.0,
17,Pavia,2018-08-18,26.0,19.0,32.0,18.0,64.0,18.0,5.0,17.0,0.0,1017.0,0.0,0.0,
18,Pavia,2018-08-19,26.0,19.0,33.0,18.0,63.0,20.0,4.0,11.0,0.0,1018.0,0.0,0.0,
19,Pavia,2018-08-20,29.0,23.0,33.0,18.0,52.0,23.0,6.0,11.0,0.0,1015.0,0.0,0.0,
20,Pavia,2018-08-21,26.0,20.0,33.0,18.0,61.0,20.0,4.0,11.0,0.0,1016.0,0.0,0.0,
21,Pavia,2018-08-22,27.0,20.0,34.0,18.0,61.0,19.0,5.0,9.0,0.0,1016.0,0.0,0.0,
22,Pavia,2018-08-23,27.0,21.0,34.0,18.0,59.0,20.0,7.0,17.0,0.0,1013.0,0.0,0.0,pioggia temporale 
23,Pavia,2018-08-24,26.0,22.0,32.0,18.0,61.0,20.0,7.0,15.0,0.0,1010.0,0.0,0.0,pioggia 
24,Pavia,2018-08-25,20.0,17.0,25.0,18.0,89.0,14.0,12.0,26.0,0.0,1008.0,0.0,0.0,pioggia temporale 
25,Pavia,2018-08-26,20.0,14.0,26.0,14.0,72.0,14.0,9.0,21.0,0.0,1010.0,0.0,0.0,nebbia 
26,Pavia,2018-08-27,20.0,15.0,26.0,12.0,59.0,20.0,7.0,11.0,0.0,1016.0,0.0,0.0,
27,Pavia,2018-08-28,22.0,14.0,28.0,15.0,68.0,21.0,4.0,9.0,0.0,1018.0,0.0,0.0,
28,Pavia,2018-08-29,23.0,16.0,30.0,15.0,61.0,21.0,5.0,9.0,0.0,1016.0,0.0,0.0,
29,Pavia,2018-08-30,25.0,18.0,30.0,17.0,64.0,20.0,6.0,13.0,0.0,1014.0,0.0,0.0,
30,Pavia,2018-08-31,21.0,18.0,24.0,17.0,75.0,20.0,13.0,22.0,0.0,1014.0,0.0,0.0,pioggia temporale 
335,Pavia,2018-09-01,19.0,17.0,22.0,16.0,86.0,15.0,5.0,11.0,0.0,1015.0,0.0,0.0,pioggia 
336,Pavia,2018-09-02,19.0,16.0,22.0,16.0,82.0,16.0,7.0,17.0,0.0,1016.0,0.0,0.0,pioggia 
337,Pavia,2018-09-03,21.0,15.0,26.0,15.0,72.0,20.0,6.0,13.0,0.0,1014.0,0.0,0.0,pioggia temporale 
338,Pavia,2018-09-04,21.0,14.0,28.0,15.0,74.0,19.0,5.0,13.0,0.0,1013.0,0.0,0.0,
339,Pavia,2018-09-05,22.0,16.0,29.0,16.0,70.0,19.0,5.0,9.0,0.0,1015.0,0.0,0.0,
340,Pavia,2018-09-06,22.0,17.0,28.0,16.0,72.0,21.0,6.0,18.0,0.0,1012.0,0.0,0.0,pioggia temporale 
341,Pavia,2018-09-07,21.0,18.0,26.0,17.0,78.0,16.0,5.0,8.0,0.0,1012.0,0.0,0.0,pioggia nebbia 
342,Pavia,2018-09-08,23.0,17.0,28.0,17.0,73.0,19.0,5.0,9.0,0.0,1018.0,0.0,0.0,
343,Pavia,2018-09-09,23.0,16.0,29.0,17.0,71.0,19.0,4.0,8.0,0.0,1020.0,0.0,0.0,
344,Pavia,2018-09-10,24.0,18.0,30.0,18.0,73.0,20.0,4.0,9.0,0.0,1021.0,0.0,0.0,
345,Pavia,2018-09-11,24.0,18.0,31.0,18.0,72.0,18.0,4.0,9.0,0.0,1023.0,0.0,0.0,
346,Pavia,2018-09-12,24.0,18.0,31.0,19.0,73.0,20.0,4.0,8.0,0.0,1022.0,0.0,0.0,
347,Pavia,2018-09-13,24.0,19.0,30.0,18.0,70.0,14.0,6.0,18.0,0.0,1015.0,0.0,0.0,pioggia 
348,Pavia,2018-09-14,24.0,18.0,29.0,18.0,73.0,18.0,6.0,9.0,0.0,1015.0,0.0,0.0,
